definition_id,kind,name,information_family,provider,catalog_status,availability,causality,applicability,materialization_status,evaluation_route,source_experiment,observation_count,generated_configurations,failed_configurations,disposition_reason
SIG-CZSC-coo_td_V221110,signal,coo_td_V221110,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-coo_td_V221111,signal,coo_td_V221111,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cvolp_up_dw_line_V230612,signal,cvolp_up_dw_line_V230612,VOLUME_LIQUIDITY,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bi_base_V230228,signal,cxt_bi_base_V230228,MARKET_STRUCTURE,czsc,READY,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bi_end_V230104,signal,cxt_bi_end_V230104,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bi_end_V230105,signal,cxt_bi_end_V230105,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bi_end_V230222,signal,cxt_bi_end_V230222,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bi_end_V230224,signal,cxt_bi_end_V230224,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bi_end_V230312,signal,cxt_bi_end_V230312,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bi_end_V230320,signal,cxt_bi_end_V230320,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bi_end_V230322,signal,cxt_bi_end_V230322,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bi_end_V230324,signal,cxt_bi_end_V230324,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bi_end_V230618,signal,cxt_bi_end_V230618,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bi_end_V230815,signal,cxt_bi_end_V230815,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bi_status_V230101,signal,cxt_bi_status_V230101,MARKET_STRUCTURE,czsc,READY,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bi_status_V230102,signal,cxt_bi_status_V230102,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bi_stop_V230815,signal,cxt_bi_stop_V230815,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bi_trend_V230824,signal,cxt_bi_trend_V230824,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bi_trend_V230913,signal,cxt_bi_trend_V230913,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bi_zdf_V230601,signal,cxt_bi_zdf_V230601,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bs_V240526,signal,cxt_bs_V240526,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_bs_V240527,signal,cxt_bs_V240527,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_decision_V240526,signal,cxt_decision_V240526,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_decision_V240612,signal,cxt_decision_V240612,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_decision_V240613,signal,cxt_decision_V240613,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_decision_V240614,signal,cxt_decision_V240614,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_double_zs_V230311,signal,cxt_double_zs_V230311,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_eleven_bi_V230622,signal,cxt_eleven_bi_V230622,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_first_buy_V221126,signal,cxt_first_buy_V221126,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_first_sell_V221126,signal,cxt_first_sell_V221126,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_five_bi_V230619,signal,cxt_five_bi_V230619,MARKET_STRUCTURE,czsc,READY,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_fx_power_V221107,signal,cxt_fx_power_V221107,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_intraday_V230701,signal,cxt_intraday_V230701,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-cxt_nine_bi_V230621,signal,cxt_nine_bi_V230621,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_overlap_V240526,signal,cxt_overlap_V240526,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_overlap_V240612,signal,cxt_overlap_V240612,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_range_oscillation_V230620,signal,cxt_range_oscillation_V230620,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_second_bs_V230320,signal,cxt_second_bs_V230320,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_second_bs_V240524,signal,cxt_second_bs_V240524,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_seven_bi_V230620,signal,cxt_seven_bi_V230620,MARKET_STRUCTURE,czsc,READY,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_third_bs_V230318,signal,cxt_third_bs_V230318,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_third_bs_V230319,signal,cxt_third_bs_V230319,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_third_buy_V230228,signal,cxt_third_buy_V230228,MARKET_STRUCTURE,czsc,READY,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_three_bi_V230618,signal,cxt_three_bi_V230618,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_ubi_end_V230816,signal,cxt_ubi_end_V230816,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-cxt_zhong_shu_gong_zhen_V221221,signal,cxt_zhong_shu_gong_zhen_V221221,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-dema_up_dw_line_V230605,signal,dema_up_dw_line_V230605,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-demakder_up_dw_line_V230605,signal,demakder_up_dw_line_V230605,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-emv_up_dw_line_V230605,signal,emv_up_dw_line_V230605,VOLUME_LIQUIDITY,czsc,READY,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-er_up_dw_line_V230604,signal,er_up_dw_line_V230604,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_ci_tou_V221101,signal,jcc_ci_tou_V221101,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_fan_ji_xian_V221121,signal,jcc_fan_ji_xian_V221121,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_fen_shou_xian_V20221113,signal,jcc_fen_shou_xian_V20221113,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_gap_yin_yang_V221121,signal,jcc_gap_yin_yang_V221121,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_ping_tou_V221113,signal,jcc_ping_tou_V221113,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_san_fa_V20221115,signal,jcc_san_fa_V20221115,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_san_fa_V20221118,signal,jcc_san_fa_V20221118,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_san_szx_V221122,signal,jcc_san_szx_V221122,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_san_xing_xian_V221023,signal,jcc_san_xing_xian_V221023,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_shan_chun_V221121,signal,jcc_shan_chun_V221121,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_szx_V221111,signal,jcc_szx_V221111,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_ta_xing_V221124,signal,jcc_ta_xing_V221124,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_ten_mo_V221028,signal,jcc_ten_mo_V221028,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_three_crow_V221108,signal,jcc_three_crow_V221108,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_two_crow_V221108,signal,jcc_two_crow_V221108,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_wu_yun_gai_ding_V221101,signal,jcc_wu_yun_gai_ding_V221101,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_xing_xian_V221118,signal,jcc_xing_xian_V221118,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_yun_xian_V221118,signal,jcc_yun_xian_V221118,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-jcc_zhu_huo_xian_V221027,signal,jcc_zhu_huo_xian_V221027,MARKET_STRUCTURE,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-kcatr_up_dw_line_V230823,signal,kcatr_up_dw_line_V230823,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-ntmdk_V230824,signal,ntmdk_V230824,TREND_MOMENTUM,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-obv_up_dw_line_V230719,signal,obv_up_dw_line_V230719,VOLUME_LIQUIDITY,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-obvm_line_V230610,signal,obvm_line_V230610,VOLUME_LIQUIDITY,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,READY_FOR_TYPE_SPECIFIC_AUDIT,CATEGORICAL_SIGNAL_AUDIT,20260914_S005_EX49,1346,3,0,at least one causal K-line configuration materialized
SIG-CZSC-pos_bar_stop_V230524,signal,pos_bar_stop_V230524,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-pos_fix_exit_V230624,signal,pos_fix_exit_V230624,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-pos_fx_stop_V230414,signal,pos_fx_stop_V230414,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-pos_holds_V230414,signal,pos_holds_V230414,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
SIG-CZSC-pos_holds_V230807,signal,pos_holds_V230807,POSITION_RISK,czsc,DISCOVERED,对应周期K线完成后,调用方必须只提供当时已完成K线,APPLICABLE,TRADER_CONTEXT_REQUIRED,CONTEXTUAL_SIGNAL_AUDIT,20260914_S005_EX49,0,0,0,"requires position, event, or multi-frequency trader context"
