sample_id,relevance,review_evidence_excerpt,review_reason
EX39-0166,NOT_CATALYST,光库科技(300620.SZ)2026年中报净利润为1.48亿元、较去年同期上涨186.09%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0167,NOT_CATALYST,和邦生物(603077.SH)2026年中报净利润为3.80亿元、较去年同期上涨634.30%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0168,NOT_CATALYST,春风动力(603129.SH)2026年中报净利润为10.65亿元、较去年同期上涨6.26%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0169,NOT_CATALYST,德赛电池(000049.SZ)2026年中报净利润为2.05亿元、较去年同期上涨110.44%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0170,NOT_CATALYST,石化油服(600871.SH)2026年中报净利润为5.10亿元、较去年同期上涨3.51%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0171,NOT_CATALYST,宁波韵升(600366.SH)2026年中报净利润为2.74亿元、较去年同期上涨154.18%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0172,NOT_CATALYST,晨化股份(300610.SZ)2026年中报净利润为5561.03万元、较去年同期上涨6.51%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0173,NOT_CATALYST,瑞丰光电(300241.SZ)2026年中报净利润为5372.67万元、较去年同期上涨73.86%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0174,NOT_CATALYST,远大控股(000626.SZ)2026年中报净利润为2.15亿元、较去年同期上涨640.14%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0175,NOT_CATALYST,深圳机场离境退税开启7×24小时服务,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0176,NOT_CATALYST,国金证券：半导体测试价值重估 AI驱动相关设备迈向结构成长,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0177,NOT_CATALYST,贝达药业一度20CM跌停，创新药行情有变？,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0178,CATALYST_RELEVANT,瑞芯微上半年净利润同比增长近62% 多措并举全力保供,DIRECT_SCOPE_FACT
EX39-0179,NOT_CATALYST,57岁黄建军空降接任申万宏源总经理，能否突破发展瓶颈？,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0180,NOT_CATALYST,欣旺达粤西布局提速：省运会亮出“能源双车”，电白基地冲刺15亿产值,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0181,NOT_CATALYST,ETF午评 | 创业板指冲高回落跌1.3%，粮食板块大爆发，粮食ETF涨5%，标普油气ETF涨2.92%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0182,NOT_CATALYST,CPO板块持续走强，中石科技强势拉升斩获三连“20cm”涨停,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0183,NOT_CATALYST,鄂尔多斯财务公司：产融深度融合 资金高效配置,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0184,NOT_CATALYST,财中ETF风向标｜医药板块走弱拖累创业板指午间下跌1.30%，创业板300ETF天弘(159836)跌1.53%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0185,NOT_CATALYST,淮北矿业集团召开2026年党管培训工作现场推进会,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0186,NOT_CATALYST,AI依然是半导体产业成长最强驱动力，布局科创板宽基ETF选哪个？科创50ETF景顺(588950)跟踪标的权重高度集中半导体产业链,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0187,NOT_CATALYST,创指半日跌1.3%，粮食、猪肉股飙升，机器人板块异动,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0188,NOT_CATALYST,顺丰控股：推进数智化应用 股份回购已实施完毕,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0189,NOT_CATALYST,孩子频繁揉眼别乱滴眼药水！广州爱尔眼科：盲目用药或暗藏视力隐患,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0190,NOT_CATALYST,6-8月累计出口达10万吨！南京港绿色液氨外贸通道迈入常态化运营新阶段,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0191,NOT_CATALYST,宇树科技上半年收入11.52亿元同比增超48%，扣非净利同比下降19%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0192,NOT_CATALYST,818理财节 | 西部证券：把AI工具嵌入投资全链路,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0193,CATALYST_RELEVANT,狂揽订单151亿，半导体IP龙头芯原股份仍陷亏损，一边股权激励员工一边遭老股东减持,DIRECT_SCOPE_FACT
EX39-0194,NOT_CATALYST,直击平安银行中期业绩会：重回增长，净息差回升,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0195,NOT_CATALYST,亚太股份上半年净利增33.7% 近半数新项目涉汽车电控系统,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0196,NOT_CATALYST,“机器人大脑第一股”首份中期业绩出炉,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0197,CATALYST_RELEVANT,芯原股份上半年营收增超9成 预计下半年经调整后EBITDA转正,DIRECT_SCOPE_FACT
EX39-0198,NOT_CATALYST,仲景食品上半年营收净利同比双增 实现扣非净利润超亿元,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0199,NOT_CATALYST,增收不增利！华峰铝业上半年营收增长，净利反跌2.29%，长短期借款均大幅增加,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0200,NOT_CATALYST,磷酸铁锂龙头湖南裕能最新赴港递表，比亚迪和宁德时代此前双双减持，业绩已缩水八成,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0201,NOT_CATALYST,2026年睿抗机器人开发者大赛全国总决赛光明开幕,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0202,NOT_CATALYST,【社招】中国能建辽宁院社会成熟人才招聘,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0203,NOT_CATALYST,*ST网达：上半年亏损1205万元 同比下降349.9%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0204,NOT_CATALYST,午评：创业板指冲高回落跌1.3% 农业板块逆势走强,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0205,NOT_CATALYST,*ST海华：上半年营收同比增68.2% 亏损扩大至1428万元,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0206,NOT_CATALYST,一年内第二次，招商证券再现大动作！头部券商集中加码海外业务,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0207,NOT_CATALYST,别被社零数据骗了！申万宏源：走弱系企业端拖累，居民消费仍有韧性！食品ETF连续走强,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0208,NOT_CATALYST,“名字玄学”行情又现端倪：“金字辈”“数字辈”，A股刷屏,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0209,NOT_CATALYST,平安银行冀光恒：不能“大病初愈”就和模范生比较，要慢慢练内功,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0210,NOT_CATALYST,招商蛇口高管赵海峰被调查，涉嫌商务饭局中侵犯女性,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0211,NOT_CATALYST,台式电脑值得买清单 从网课剪辑到轻度建模全覆盖,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0212,NOT_CATALYST,午报创业板指半日跌超1%，全市场超3900股飘绿，农业、养殖业等防御性板块逆势走强,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0213,CATALYST_RELEVANT,远东股份“AIDC用全合成光纤预制棒制造”项目主体封顶！,DIRECT_SCOPE_FACT
EX39-0214,NOT_CATALYST,业绩超预期+低PE+融资客潜伏，仅17股上榜（名单）,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0215,NOT_CATALYST,科大讯飞的城墙与绕路的人,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0216,NOT_CATALYST,宇树投资方称投机器人是无心插柳,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0217,NOT_CATALYST,天华新能上半年营收大增125% 净利润扭亏为盈达23亿元,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0218,NOT_CATALYST,又现热门股！两连涨停，近40万手买单封板！农业板块，逆市拉升,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0219,NOT_CATALYST,杭州地产酒局持续发酵，招商蛇口赵海峰第一个“栽了”,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0220,NOT_CATALYST,连续两届春晚完成“投资人教育”，宇树科技上市“中签相当于发财”,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0221,NOT_CATALYST,"平安银行2026年中期业绩发布会
冀光恒：保持战略定力 筑牢发展根基 积蓄发展动能",OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0222,NOT_CATALYST,多股涨停！种业股集体异动,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0223,NOT_CATALYST,一签最高可赚逾55万元！频准激光，刷新A股纪录,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0224,NOT_CATALYST,中牧股份以7.27亿元收购圣雪大成、内蒙古圣雪大成控股权,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0225,NOT_CATALYST,浙海德曼：拟定增募资11.67亿元投入高端机床及机器人项目,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0226,NOT_CATALYST,中信建投：先进封装的驱动力已由智能终端逐步切换至AI、HPC 等高算力应用,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0227,NOT_CATALYST,宇树科技明天上市，产业链核心标的曝光,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0228,NOT_CATALYST,技术转化叠加全球产能布局，西典新能蓄力前行未来可期,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0229,NOT_CATALYST,从“车找桩”到“电找车”，欣旺达移动补能业务的商业逻辑,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0230,NOT_CATALYST,财中ETF风向标｜上证消费逆势走强 消费ETF华夏(510630)盘中涨0.49%,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0231,NOT_CATALYST,商务部等9部门发文活跃县域消费，食品饮料板块有望崛起？,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0232,NOT_CATALYST,创元科技上半年净利润增长11.47% 多个板块均衡发力,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0233,NOT_CATALYST,【中信建投地产 | 数据点睛】单月销售量价跌幅均收窄，北京新政有望提升楼市活力——2026年7月统计局房地产数据点评,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0234,NOT_CATALYST,*ST棒杰再签重整投资协议 美年产业集团加码驰援,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0235,NOT_CATALYST,瑞联新材获华星印刷专利许可 切入印刷OLED终端材料赛道,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0236,NOT_CATALYST,前7个月北京服务机器人产量增长2.3倍,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0237,NOT_CATALYST,BD大单增厚业绩、半年报扭亏为盈，石药创新增长能否持续？,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0238,NOT_CATALYST,杠杆拉满！“小盘之光”159552融资余额直线飙升，创历史新高！无视沪指震荡，盘中再揽4000万！,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0239,NOT_CATALYST,75款移动应用违规收集信息 大疆九号公司满帮App登榜,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0240,NOT_CATALYST,沉睡病房“活”起来 三甲服务“沉”下去 连云港海州打造15分钟家门口康复圈,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0241,NOT_CATALYST,豆丹换季生产有序推进 连云港特色产业助农增收,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0242,NOT_CATALYST,联手中国石化，比亚迪把“闪充站”开进“加油站”,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0243,NOT_CATALYST,“818理财节”｜永安期货：期货及衍生品可作为传统理财的“升级补丁”,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0244,NOT_CATALYST,龙岩探索选育“第三棵树” 注入林业高质量发展新动能,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0245,NOT_CATALYST,全球首家机器人4S店营业额超6000万元,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0246,NOT_CATALYST,独家：邵新华不再兼任中国电信云网运营部总经理 专职总工程师一职,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0247,NOT_CATALYST,建设银行农垦分行深度参与特色市集 赋能冰城文旅发展,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0248,NOT_CATALYST,格力电器创办技工学校，董明珠担任校长，首届招收300名初中毕业生，学费9000-15000元/学年不等，毕业后优先进入格力就业,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
EX39-0249,CATALYST_RELEVANT,文远知行-W午后涨近6% 光大证券维持“买入”评级,DIRECT_SCOPE_FACT
EX39-0250,NOT_CATALYST,传音控股上半年净利润增四成，存储涨价备货致经营现金流净流出,OUTSIDE_S005_NEWS_SCOPE_OR_NO_NEW_FACT
