component_id,kind,information_family,oof_ic,positive_holdout_years,annual_ic_json,selected
SIG-30M-4F55DD884FE68653,CATEGORICAL_SIGNAL,POSITION_VALUATION,0.02460288559028478,1,"{""2021"": -0.0047143187524585906, ""2022"": 0.03885257400696196, ""2023"": -0.0050307884849008925}",False
SIG-30M-9C21BCAABDE4B826,CATEGORICAL_SIGNAL,POSITION_VALUATION,-0.021617914740866117,0,"{""2021"": -0.09270652753273638, ""2022"": -0.022934154869190527, ""2023"": -0.0020137341129803704}",False
SIG-30M-899411FABAA48574,CATEGORICAL_SIGNAL,POSITION_VALUATION,-0.051113389913007234,1,"{""2021"": -0.10653778720453107, ""2022"": -0.07389188583638334, ""2023"": 0.0077951857836404586}",False
SIG-30M-DA548B97A6FD0647,CATEGORICAL_SIGNAL,POSITION_VALUATION,-0.0004795528005069584,1,"{""2021"": -0.05958386739168187, ""2022"": -0.0053831241133990276, ""2023"": 0.07757665665578846}",False
SIG-30M-C4F5BAA76EC97990,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.007715754865642627,3,"{""2021"": 0.09752637136816765, ""2022"": 0.0331066953799337, ""2023"": 0.017815548250168366}",True
SIG-30M-7F61A391B49401A3,CATEGORICAL_SIGNAL,TREND_MOMENTUM,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-30M-6A56E0EFF5679279,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.05707185756348581,3,"{""2021"": 0.06034056084765596, ""2022"": 0.05195254890397568, ""2023"": 0.07296808564833475}",True
SIG-30M-C04492B5B3A01436,CATEGORICAL_SIGNAL,VOLATILITY_RISK,0.010925378774753417,3,"{""2021"": 0.021019886645399517, ""2022"": 0.060906962894792596, ""2023"": 0.0010731698056481585}",True
SIG-30M-80D2E865CD34D2FA,CATEGORICAL_SIGNAL,VOLATILITY_RISK,-0.03296258694725119,0,"{""2021"": -0.02890154448107058, ""2022"": -0.020529412072328973, ""2023"": -0.1112027557519526}",False
SIG-30M-8DF533FC1033A5A5,CATEGORICAL_SIGNAL,VOLATILITY_RISK,0.0005545803185650293,1,"{""2021"": 0.0005545803185650293, ""2022"": null, ""2023"": null}",False
SIG-30M-2346F01266E63ACB,CATEGORICAL_SIGNAL,VOLATILITY_RISK,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-30M-A7271D31A8FD954E,CATEGORICAL_SIGNAL,VOLATILITY_RISK,-0.05246654608686181,0,"{""2021"": -0.0596825650592301, ""2022"": -0.07451409550641477, ""2023"": -0.030699871999839104}",False
SIG-30M-772A1810AAF44399,CATEGORICAL_SIGNAL,VOLATILITY_RISK,-0.03920345670459719,1,"{""2021"": -0.03427720280310494, ""2022"": 0.05227062368591342, ""2023"": -0.07941618498843271}",False
SIG-30M-4ACC7F4E204530BA,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.055734701166483824,3,"{""2021"": 0.01499873189199123, ""2022"": 0.05235129701691452, ""2023"": 0.06773669457132746}",True
SIG-30M-B5A61744790CC32B,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.012220640971285144,1,"{""2021"": -0.022505848240033592, ""2022"": -0.046590159497198635, ""2023"": 0.001199842735562239}",False
SIG-30M-7DC1FE61B6083F16,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.015356309613628223,1,"{""2021"": -0.049055885878832445, ""2022"": -0.058371021353551586, ""2023"": 0.04836369251537476}",False
SIG-30M-81D5F8AFBD7710DF,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.04310032661751473,1,"{""2021"": -0.10622788484143045, ""2022"": -0.08998619906182241, ""2023"": 0.0880748854962216}",False
SIG-30M-BD9747FC2C4418A3,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.06138151822456489,0,"{""2021"": -0.053084537642217385, ""2022"": -0.0935939481801854, ""2023"": -0.02914208579062239}",False
SIG-30M-CA52D300A3CAF34B,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.006685025902927429,1,"{""2021"": -0.02473473880759602, ""2022"": 0.032622830287456314, ""2023"": -0.018744248183766687}",False
SIG-30M-7F3CBBC5A528FC70,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.04162838835149695,0,"{""2021"": -0.00734707674899172, ""2022"": -0.04574119509738916, ""2023"": -0.010188396555655189}",False
SIG-30M-08C795919B61C44B,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.03384227594758761,2,"{""2021"": 0.028678945104151286, ""2022"": -0.046132210070279095, ""2023"": 0.04722029193270913}",False
SIG-30M-1BCB885FB8958A9F,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.011749120022238367,0,"{""2021"": -0.0034039485775226295, ""2022"": -0.01701002861683036, ""2023"": -0.04021953046600874}",False
SIG-30M-6CAEDED21F491AF3,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.04291906992661806,1,"{""2021"": -0.03237496263740201, ""2022"": 0.03598120412017202, ""2023"": -0.009919096885046566}",False
SIG-30M-4D49B562476C65F1,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.04941531220451242,3,"{""2021"": 0.059093456386793294, ""2022"": 0.09104626274491334, ""2023"": 0.045498868280619324}",True
SIG-30M-9A4F14E62DF45E20,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.06694154517891736,3,"{""2021"": 0.003930712920673967, ""2022"": 0.09139628758904668, ""2023"": 0.081525756739855}",True
SIG-30M-59A4BAE9305C0CEA,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.023783703820586727,3,"{""2021"": 0.07435880288347738, ""2022"": 0.12229408933075377, ""2023"": 0.0026395231983437754}",False
SIG-30M-5DFFC57AC894B9C0,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.04409582658761994,3,"{""2021"": 0.030982280425711224, ""2022"": 0.14817439675021996, ""2023"": 0.042082707660532744}",True
SIG-30M-F8E3816211A21B24,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.03381168650748464,1,"{""2021"": 0.07478851399993852, ""2022"": -0.02393879817247826, ""2023"": -0.09532911680050676}",False
SIG-30M-98355671BDBC6862,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.03381168650748464,1,"{""2021"": 0.07478851399993852, ""2022"": -0.02393879817247826, ""2023"": -0.09532911680050676}",False
SIG-30M-C584C0AE127CF20E,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.035703151780481196,0,"{""2021"": -0.030060604950829184, ""2022"": -0.00802393083403639, ""2023"": -0.006273502085788348}",False
SIG-30M-E5AE9A83EB877E10,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.037900338690859785,2,"{""2021"": -0.040631852066611684, ""2022"": 0.1305472629252437, ""2023"": 0.09612194990315712}",True
SIG-30M-C79F1E10561B4F22,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.037900338690859785,2,"{""2021"": -0.040631852066611684, ""2022"": 0.1305472629252437, ""2023"": 0.09612194990315712}",True
SIG-30M-68FE774111288F07,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.025864157666661114,1,"{""2021"": -0.047204022460850814, ""2022"": 0.018570678507453173, ""2023"": -0.10322654599553882}",False
SIG-30M-D3B3071033DEFFD2,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.014641181852668722,1,"{""2021"": -0.03846519177538538, ""2022"": 0.0020117410343290965, ""2023"": -0.027247570973385517}",False
SIG-30M-44F379B29BB956CC,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.04050923813808292,2,"{""2021"": -0.050212043764710154, ""2022"": 0.03248902180126082, ""2023"": 0.027724769607397518}",False
SIG-30M-5AB8F67776EBF508,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.06162088554566824,0,"{""2021"": -0.061593205979212716, ""2022"": -0.05856372236178544, ""2023"": -0.10036041259968476}",False
SIG-30M-FCF161C964C5C292,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.017779364170430172,0,"{""2021"": -0.01384041212982821, ""2022"": -0.03237354040271084, ""2023"": -0.026277836729815023}",False
SIG-30M-20B309C80519200E,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.00852869806779057,1,"{""2021"": -0.09420627447903529, ""2022"": -0.04449184601757795, ""2023"": 0.00034892741199346974}",False
SIG-30M-0955D47E1FC592C4,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.006035426548331834,2,"{""2021"": -0.027727023188602935, ""2022"": 0.03535206349144166, ""2023"": 0.10663783112313038}",False
SIG-30M-4325CC4E4CC6D068,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.026503278085448473,2,"{""2021"": -0.0036864628730101635, ""2022"": 0.009428653801338904, ""2023"": 0.01452811022288776}",True
SIG-30M-7C704A9940104631,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.021544703194719992,3,"{""2021"": 0.014015928664301677, ""2022"": 0.02729639376085361, ""2023"": 0.021456452920984873}",True
SIG-30M-9B9F9DEF26EE705D,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.05543509247924599,1,"{""2021"": -0.03469663729520719, ""2022"": -0.055193857371332006, ""2023"": 0.008314835322941031}",False
SIG-30M-4EED89CB58072D6B,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.002068651065253156,1,"{""2021"": -0.009602376159755305, ""2022"": 0.016206320654046688, ""2023"": -0.019514383464530827}",False
SIG-30M-2B5E720799D2013A,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.00246818141356701,2,"{""2021"": 0.024254993301881196, ""2022"": 0.0522388777611687, ""2023"": -0.012088948377534135}",True
SIG-30M-009DC0C6A026EFEA,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.02507943150607805,2,"{""2021"": 0.017963909457685463, ""2022"": 0.03763891343407479, ""2023"": -0.03442032555255799}",False
SIG-30M-6361D2EEB409E3DB,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.09141864152256907,0,"{""2021"": -0.05661141974650985, ""2022"": -0.11634941130755626, ""2023"": -0.1215363266264637}",False
SIG-30M-ED9273B5A46AD029,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.07974971818842903,1,"{""2021"": 0.006306122865159413, ""2022"": -0.131509385865112, ""2023"": -0.12201767784691499}",False
SIG-30M-D1EB221902EBDE31,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.01958067517517426,2,"{""2021"": 0.03530304884089926, ""2022"": 0.08528070100118318, ""2023"": -0.035505072360789064}",True
SIG-30M-039F9079025E17D2,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.067227898698984,2,"{""2021"": -0.045558659107319245, ""2022"": 0.1647519567292749, ""2023"": 0.10780077196656841}",True
SIG-30M-616844CE7C50CB96,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.050715618583694055,0,"{""2021"": -0.08435848134548911, ""2022"": -0.022956646222982467, ""2023"": -0.051588993266867555}",False
SIG-30M-1B7EDADBA885FAB7,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.0026500762711133864,2,"{""2021"": -0.05307906891146581, ""2022"": 0.042497490281082274, ""2023"": 0.06374695868000649}",True
SIG-30M-62796591A9C0BEA6,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.06153294748266173,1,"{""2021"": -0.12622264851449225, ""2022"": -0.135441835578031, ""2023"": 0.05145286315397191}",False
SIG-30M-9CFEB4C8DC32EE8F,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.017037223952634684,0,"{""2021"": null, ""2022"": null, ""2023"": -0.11111254586797145}",False
SIG-30M-C772DB52FEE47F1D,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.034768393942410214,0,"{""2021"": -0.07819582491766913, ""2022"": null, ""2023"": -0.03341219538518648}",False
SIG-30M-DBCF1773F1530589,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.0389176141052104,2,"{""2021"": -0.028508336532384514, ""2022"": 0.037919888307719495, ""2023"": 0.11006643496694299}",True
SIG-30M-06973361111597F1,CATEGORICAL_SIGNAL,TREND_MOMENTUM,6.819011248379345e-05,2,"{""2021"": 0.11150060660407302, ""2022"": 0.05540718011970001, ""2023"": -0.05021948331519693}",True
SIG-30M-C1FADCE1CB5393A7,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.03693897926995813,2,"{""2021"": 0.035181296532145204, ""2022"": -0.023662943566148953, ""2023"": 0.04259810105530717}",True
SIG-30M-67152D937FB8C62F,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.05143835146760613,0,"{""2021"": -0.08333203230409666, ""2022"": -0.06221584662746715, ""2023"": -0.130655506868091}",False
SIG-30M-68A922E489FB23ED,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.015214448921424852,0,"{""2021"": null, ""2022"": -0.015214448921424852, ""2023"": null}",False
SIG-30M-791D6B8746F45A30,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.049783633076087276,1,"{""2021"": -0.15922432617232138, ""2022"": -0.030765700665560107, ""2023"": 0.05414341727097112}",False
SIG-30M-7244E471EBB5B66C,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.044057586259304594,1,"{""2021"": -0.20106609182946114, ""2022"": -0.04294349508498418, ""2023"": 0.10118960778998394}",False
SIG-30M-A59D8C6CAD069B60,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.004179200431672551,2,"{""2021"": 0.060122571337508667, ""2022"": 0.06418223111138509, ""2023"": -0.0017463760916293601}",False
SIG-30M-0EBDC289C363AE05,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.040261854707683974,1,"{""2021"": 0.0919679890385724, ""2022"": -0.05375531265315971, ""2023"": -0.011772060283199279}",False
SIG-30M-F5690EDBCA698E49,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,0.01657607937612682,2,"{""2021"": 0.05860934638475181, ""2022"": -0.03449149133408384, ""2023"": 0.035756561177648916}",True
SIG-30M-127D37392E480BB4,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,0.01935549407879966,2,"{""2021"": 0.07780335913476837, ""2022"": 0.02739627344070038, ""2023"": -0.04895134965454055}",True
SIG-30M-B6510599451AAC42,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,0.00020219795575686703,2,"{""2021"": -0.011628930461090226, ""2022"": 0.10645815177467961, ""2023"": 0.004156990830821961}",True
SIG-30M-235C2987D2CC329A,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,-0.020990090494322287,1,"{""2021"": 0.02472663637715042, ""2022"": -0.0253331420688491, ""2023"": -0.05640213314707724}",False
SIG-30M-127EE8AD547D57A8,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,-0.00278848722966109,1,"{""2021"": -0.008361690301041945, ""2022"": 0.011694763335935365, ""2023"": -0.025597724617865945}",False
SIG-30M-0B67F732F0848D8E,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,-0.033380964118658374,1,"{""2021"": -0.038106306463810205, ""2022"": 0.013310895980836134, ""2023"": -0.037779802475013946}",False
SIG-30M-0109B5BEED5B648E,CATEGORICAL_SIGNAL,MARKET_MICROSTRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-30M-339BE8D84CC10C75,CATEGORICAL_SIGNAL,MARKET_MICROSTRUCTURE,0.047139327078027496,1,"{""2021"": 0.047139327078027496, ""2022"": null, ""2023"": null}",False
SIG-30M-F66D4BEF6AEF637A,CATEGORICAL_SIGNAL,POSITION_VALUATION,0.037997774669300016,2,"{""2021"": -0.053370896269593404, ""2022"": 0.08448864971436015, ""2023"": 0.05359426888380838}",True
SIG-30M-E6169F25F1DAB1EE,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.02336295261820578,2,"{""2021"": -0.061887386090120636, ""2022"": 0.006295620756617529, ""2023"": 0.08814149248293687}",False
SIG-30M-BF09ECD9ABCE55A0,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.0493050934302625,1,"{""2021"": -0.05583696879454746, ""2022"": -0.10765768024538021, ""2023"": 0.001070010434504553}",False
SIG-30M-6FD7E2EE42E77B3A,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.014833991544346701,3,"{""2021"": 0.03636595267360514, ""2022"": 0.01968714551561951, ""2023"": 0.06100580258762772}",True
SIG-30M-CC8A74C77A1634F3,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.05190639418595198,0,"{""2021"": -0.02395269182357694, ""2022"": -0.048774018373949304, ""2023"": -0.10589229765883659}",False
SIG-30M-CFD576D2D9191A40,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.05014410128727931,2,"{""2021"": -0.040661320510083636, ""2022"": 0.08675540128710245, ""2023"": 0.05592035453704034}",True
SIG-30M-DA2E41440F98A0AC,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.0009494679592847176,2,"{""2021"": -0.005252895226910729, ""2022"": 0.03018487008853742, ""2023"": 0.04797116575270824}",True
SIG-30M-BAA2B476822ED56F,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.019479631081325173,1,"{""2021"": -0.07144668318089409, ""2022"": -0.0776003226686414, ""2023"": 0.01683365855015002}",False
SIG-30M-84778856428C7D9C,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.07827882651026763,0,"{""2021"": -0.05623420873670347, ""2022"": -0.061832424249722774, ""2023"": -0.15247979567983527}",False
SIG-30M-CD1BCE7D9D516E7E,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.017779364170430172,0,"{""2021"": -0.01384041212982821, ""2022"": -0.03237354040271084, ""2023"": -0.026277836729815023}",False
SIG-30M-757887E0D0A362BB,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.03659739836559089,2,"{""2021"": -0.045944791684072214, ""2022"": 0.08805379081432356, ""2023"": 0.06906822378425562}",True
SIG-30M-EDB7703A593B5BCB,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.004876161885802541,1,"{""2021"": -0.06888189278138379, ""2022"": -0.07171693327649913, ""2023"": 0.01609672791249787}",False
SIG-30M-71715CA35A184B70,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.04380114459894985,2,"{""2021"": 0.13285809671878004, ""2022"": 0.06771115958192818, ""2023"": -0.03728026766820173}",True
SIG-30M-5C5340877F7F4468,CATEGORICAL_SIGNAL,TREND_MOMENTUM,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-30M-E2C296C19B5DA4F1,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.07802930967375282,0,"{""2021"": -0.10684340457811566, ""2022"": -0.07472174682379332, ""2023"": -0.0548421892658264}",False
SIG-30M-AC76A24EF9878E7F,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.04121832910913836,2,"{""2021"": 0.08701566950912873, ""2022"": -0.09230499481125294, ""2023"": 0.03568507796791951}",False
SIG-30M-EDA4CA09BFFD9B6B,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.017253689424808562,0,"{""2021"": -0.01384041212982821, ""2022"": -0.03237354040271084, ""2023"": -0.027981566276148576}",False
SIG-30M-6021767C93A7D80C,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.02936109385836948,3,"{""2021"": 0.02394327835337859, ""2022"": 0.014855211738645025, ""2023"": 0.06659185083307377}",True
SIG-30M-D49839A5E3B29F88,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.016396472705090915,2,"{""2021"": 0.04406696932974645, ""2022"": -0.008217788791429384, ""2023"": 0.0003370715232665984}",True
SIG-DAILY-8ADEE5FB355909D9,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.05216632677745404,2,"{""2021"": null, ""2022"": 0.04209136095019582, ""2023"": 0.05313496153461349}",True
SIG-DAILY-48340826DF02048E,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,-0.02580379153277005,0,"{""2021"": null, ""2022"": -0.005060993856118596, ""2023"": -0.06811949853906003}",False
SIG-DAILY-0669C816495FFF54,CATEGORICAL_SIGNAL,TREND_MOMENTUM,0.016446715019698167,2,"{""2021"": null, ""2022"": 0.03171032055614459, ""2023"": 0.031437627178772055}",True
SIG-DAILY-D88BF77F03113E20,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.04340985370731201,0,"{""2021"": null, ""2022"": -0.03391652323271455, ""2023"": -0.05385423685191656}",False
SIG-DAILY-DEF17EFDA0439B93,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.009692550159212162,0,"{""2021"": null, ""2022"": -0.11982839178549527, ""2023"": -0.12217748697997009}",False
SIG-DAILY-5157A67B0374E5E1,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-96B34CC08345C693,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-74DEE1860741E180,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.10974211500280041,1,"{""2021"": null, ""2022"": -0.17845994211393756, ""2023"": 0.0024423359309205727}",False
SIG-DAILY-C3BC9064C37E8971,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.010898450755568194,2,"{""2021"": null, ""2022"": 0.041036847637541354, ""2023"": 0.029444846482759635}",True
SIG-DAILY-247FD66A0E9C84D8,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.03605267443807677,0,"{""2021"": null, ""2022"": -0.04644550706186541, ""2023"": -0.05009577594465927}",False
SIG-DAILY-409D09AE04A8C202,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.009443069764636143,2,"{""2021"": null, ""2022"": 0.027540412422992037, ""2023"": 0.1298107480368289}",True
SIG-DAILY-F1F52982223BC17A,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.014258665975959314,1,"{""2021"": null, ""2022"": 0.017526629528053717, ""2023"": -1.5757353362208992e-05}",False
SIG-DAILY-D9968D7042FA472C,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.08963478167280832,0,"{""2021"": null, ""2022"": -0.07296384390461873, ""2023"": -0.08547266392370409}",False
SIG-DAILY-4F2BB5A583CC60CD,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.08857060117369389,0,"{""2021"": null, ""2022"": -0.17314657788822702, ""2023"": -0.019889327859757527}",False
SIG-DAILY-84D7CC184B86F4DD,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.06443164545810279,2,"{""2021"": null, ""2022"": 0.03900003430588449, ""2023"": 0.10042433769568776}",True
SIG-DAILY-89B642C83E605825,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.09440858742584388,0,"{""2021"": null, ""2022"": -0.09387970530828249, ""2023"": -0.11421596007605817}",False
SIG-DAILY-CB4DEAA43588BD30,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.12002131093642383,0,"{""2021"": null, ""2022"": -0.18560521453895604, ""2023"": -0.07805195032785392}",False
SIG-DAILY-460D3616856CF5DA,CATEGORICAL_SIGNAL,CALENDAR_SEASONALITY,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-E2D49453CBF76F35,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.03202141905252317,2,"{""2021"": null, ""2022"": 0.00595122816901492, ""2023"": 0.07266102997538743}",False
SIG-DAILY-051011D33A1696FC,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-0ACDC68573501948,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-B1395670464EEEB5,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-89653FABFC0E55EF,CATEGORICAL_SIGNAL,CALENDAR_SEASONALITY,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-ECEB676F6221422E,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.05002304887121011,2,"{""2021"": null, ""2022"": 0.06760201521440368, ""2023"": 0.05516870316115776}",True
SIG-DAILY-2A796B2F635514E5,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.06390968727142668,0,"{""2021"": null, ""2022"": -0.04888437756509205, ""2023"": -0.0628825389630383}",False
SIG-DAILY-ACBE79CA05FBAC6C,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.06504163171648818,2,"{""2021"": null, ""2022"": 0.09032800069627861, ""2023"": 0.03503882620702139}",True
SIG-DAILY-23A1AA484C9D99B4,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-4641BCB764013D4D,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.11017694135208246,1,"{""2021"": null, ""2022"": -0.16894073062683837, ""2023"": 0.003507256424209368}",False
SIG-DAILY-49D846BDC01F6DC5,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-1F968C5F746D5148,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.03924099765613538,0,"{""2021"": null, ""2022"": -0.04160621371682948, ""2023"": -0.04655418962175766}",False
SIG-DAILY-DF57EE742D1D6D78,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.010461168607833938,0,"{""2021"": null, ""2022"": -0.009937024081095149, ""2023"": -0.061817641698046766}",False
SIG-DAILY-89CBA779A4FB2D40,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,-0.03220042240354676,1,"{""2021"": null, ""2022"": 0.026051455125042648, ""2023"": -0.03437753921641275}",False
SIG-DAILY-B9BB44C5F30AE355,CATEGORICAL_SIGNAL,CALENDAR_SEASONALITY,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-97C151FE1D2CCC55,CATEGORICAL_SIGNAL,VOLATILITY_RISK,-0.03399619428340086,0,"{""2021"": null, ""2022"": -0.02510047465536617, ""2023"": -0.05333700173196643}",False
SIG-DAILY-F690AF77D8F29635,CATEGORICAL_SIGNAL,VOLATILITY_RISK,0.04011870123308778,2,"{""2021"": null, ""2022"": 0.004083682427398626, ""2023"": 0.0811814571509459}",True
SIG-DAILY-74E4565E0BE888C2,CATEGORICAL_SIGNAL,TREND_MOMENTUM,-0.0018725450365972775,2,"{""2021"": null, ""2022"": 0.016555616895803406, ""2023"": 0.0015687769489772113}",False
SIG-DAILY-7F321044E87FE70C,CATEGORICAL_SIGNAL,MARKET_STRUCTURE,0.005977149311608055,2,"{""2021"": null, ""2022"": 0.026855574592713222, ""2023"": 0.041408092112591464}",True
SIG-DAILY-FB983BEB03E3AD8B,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-EAEEDD3D4DC05204,CATEGORICAL_SIGNAL,VOLUME_LIQUIDITY,,0,"{""2021"": null, ""2022"": null, ""2023"": null}",False
SIG-DAILY-97E9A2255F10B147,CATEGORICAL_SIGNAL,VOLATILITY_RISK,0.0986466540377675,1,"{""2021"": null, ""2022"": 0.11597829983661631, ""2023"": -0.002960108919794935}",False
SIG-DAILY-1313927EA70B1078,CATEGORICAL_SIGNAL,CALENDAR_SEASONALITY,0.004247987823421442,0,"{""2021"": null, ""2022"": -0.003633197087225446, ""2023"": -0.017519820510302556}",False
SIG-DAILY-C55B97E8E318BF5E,CATEGORICAL_SIGNAL,POSITION_VALUATION,0.021639215200563586,2,"{""2021"": null, ""2022"": 0.075250684125681, ""2023"": 0.04418163345594333}",True
