holding_sessions,window,signal_date,execution_date,side,size,price,fees
5,2021_2026YTD,2026-08-03,2026-08-04,Buy,168819.90058773255,7.47,630.5423286950681
5,2021_2026YTD,2026-08-10,2026-08-11,Sell,168819.90058773255,7.993,674.6887326988732
5,2021_2026YTD,2026-09-03,2026-09-04,Buy,172250.033514427,7.826,674.0143811418675
6,2021,2021-03-10,2021-03-11,Buy,148912.43293728583,6.712,499.75012493750546
6,2021,2021-03-18,2021-03-19,Sell,148912.43293728583,6.879,512.1843130877946
6,2021,2021-05-21,2021-05-24,Buy,141014.8504172196,7.257,511.6723847388057
6,2021,2021-05-31,2021-06-01,Sell,141014.8504172196,7.473,526.901988583941
6,2022,2022-08-04,2022-08-05,Buy,141833.4397438715,7.047,499.75012493750546
6,2022,2022-08-12,2022-08-15,Sell,141833.4397438715,7.337,520.3159737003926
6,2022,2022-10-25,2022-10-26,Buy,176801.332569614,5.88,519.7959177546436
6,2022,2022-11-02,2022-11-03,Sell,176801.332569614,5.967,527.4867757214433
6,2022,2022-12-02,2022-12-05,Buy,169549.40558471816,6.216,526.9595525572076
6,2022,2022-12-12,2022-12-13,Sell,169549.40558471816,6.181,523.9924379595715
6,2023,2023-02-17,2023-02-20,Buy,159105.42022844037,6.282,499.75012493750546
6,2023,2023-02-27,2023-02-28,Sell,159105.42022844037,6.333,503.80731315335646
6,2023,2023-03-06,2023-03-07,Buy,157282.42425561586,6.4,503.3037576179486
6,2023,2023-03-14,2023-03-15,Sell,157282.42425561586,6.239,490.64252246539365
6,2023,2023-03-20,2023-03-21,Buy,158139.09506100666,6.199,490.1521251415834
6,2023,2023-03-28,2023-03-29,Sell,158139.09506100666,6.315,499.3241926551286
6,2023,2023-03-29,2023-03-30,Buy,158886.802994044,6.279,498.8251179998042
6,2023,2023-04-07,2023-04-10,Sell,158886.802994044,6.482,514.9521285036966
6,2023,2023-05-11,2023-05-12,Buy,166808.50639513083,6.168,514.4374337225454
6,2023,2023-05-19,2023-05-22,Sell,166808.50639513083,6.157,513.5199869374103
6,2023,2023-07-10,2023-07-11,Buy,168502.783242618,6.089,513.0067235820461
6,2023,2023-07-18,2023-07-19,Sell,168502.783242618,6.094,513.4279805402571
6,2023,2023-09-15,2023-09-18,Buy,176867.17556738423,5.8,512.9148091453826
6,2023,2023-09-25,2023-09-26,Sell,176867.17556738423,5.772,510.4386686874709
6,2023,2023-10-11,2023-10-12,Buy,177181.54451374977,5.756,509.9284851105185
6,2023,2023-10-19,2023-10-20,Sell,177181.54451374977,5.541,490.88146907534383
6,2023,2023-11-02,2023-11-03,Buy,176241.08999976423,5.565,490.39083292428404
6,2023,2023-11-10,2023-11-13,Sell,176241.08999976423,5.68,500.52469559933036
6,2023,2023-12-15,2023-12-18,Buy,181168.26849311966,5.52,500.02442104090005
6,2023,2023-12-25,2023-12-26,Sell,181168.26849311966,5.4,489.1543249314231
6,2024,2024-03-14,2024-03-15,Buy,182958.12737965633,5.463,499.75012493750546
6,2024,2024-03-22,2024-03-25,Sell,182958.12737965633,5.459,499.38420868277194
6,2024,2024-06-03,2024-06-04,Buy,188650.05635901302,5.289,498.88507404131815
6,2024,2024-06-12,2024-06-13,Sell,188650.05635901302,5.279,497.94182375961486
6,2024,2024-11-26,2024-11-27,Buy,172066.4582436333,5.782,497.4441307822708
6,2024,2024-12-04,2024-12-05,Sell,172066.4582436333,5.965,513.1882117116363
6,2025,2025-01-23,2025-01-24,Buy,179475.71375023568,5.569,499.75012493750546
6,2025,2025-02-10,2025-02-11,Sell,179475.71375023568,5.881,527.7483362825681
6,2025,2025-03-25,2025-03-26,Buy,177724.87837134083,5.933,527.220851688413
6,2025,2025-04-02,2025-04-03,Sell,177724.87837134083,5.845,519.4009570402436
6,2025,2025-04-24,2025-04-25,Buy,184984.60451119303,5.61,518.8818156538764
6,2025,2025-05-07,2025-05-08,Sell,184984.60451119303,5.729,529.8883996223124
6,2025,2025-11-20,2025-11-21,Buy,149157.16428134235,7.098,529.3587760343216
6,2025,2025-11-28,2025-12-01,Sell,149157.16428134235,7.152,533.3860194700803
6,2026YTD,2026-04-02,2026-04-03,Buy,129855.82043329382,7.697,499.75012493750546
6,2026YTD,2026-04-13,2026-04-14,Sell,129855.82043329382,8.11,526.5653518570065
6,2026YTD,2026-08-03,2026-08-04,Buy,140840.44167503342,7.47,526.0390496561304
6,2026YTD,2026-08-11,2026-08-12,Sell,140840.44167503342,7.982,562.0942027250584
6,2026YTD,2026-09-03,2026-09-04,Buy,143504.31623536456,7.826,561.5323894289322
6,2021_2026YTD,2021-03-10,2021-03-11,Buy,148912.43293728583,6.712,499.75012493750546
6,2021_2026YTD,2021-03-18,2021-03-19,Sell,148912.43293728583,6.879,512.1843130877946
6,2021_2026YTD,2021-05-21,2021-05-24,Buy,141014.8504172196,7.257,511.6723847388057
6,2021_2026YTD,2021-05-31,2021-06-01,Sell,141014.8504172196,7.473,526.901988583941
6,2021_2026YTD,2022-08-04,2022-08-05,Buy,149389.9105760442,7.047,526.3753499146551
6,2021_2026YTD,2022-08-12,2022-08-15,Sell,149389.9105760442,7.337,548.0368869482181
6,2021_2026YTD,2022-10-25,2022-10-26,Buy,186220.79045672537,5.88,547.4891239427961
6,2021_2026YTD,2022-11-02,2022-11-03,Sell,186220.79045672537,5.967,555.5897283276402
6,2021_2026YTD,2022-12-02,2022-12-05,Buy,178582.5020126604,6.216,555.0344162553083
6,2021_2026YTD,2022-12-12,2022-12-13,Sell,178582.5020126604,6.181,551.909222470127
6,2021_2026YTD,2023-02-17,2023-02-20,Buy,175535.68578935365,6.282,551.3575890643988
6,2021_2026YTD,2023-02-27,2023-02-28,Sell,175535.68578935365,6.333,555.8337490519883
6,2021_2026YTD,2023-03-06,2023-03-07,Buy,173524.4353377881,6.4,555.2781930807978
6,2021_2026YTD,2023-03-14,2023-03-15,Sell,173524.4353377881,6.239,541.30947603623
6,2021_2026YTD,2023-03-20,2023-03-21,Buy,174469.57156950218,6.199,540.7684370796196
6,2021_2026YTD,2023-03-28,2023-03-29,Sell,174469.57156950218,6.315,550.8876722307032
6,2021_2026YTD,2023-03-29,2023-03-30,Buy,175294.492710513,6.279,550.3370598645415
6,2021_2026YTD,2023-04-07,2023-04-10,Sell,175294.492710513,6.482,568.1294508747726
6,2021_2026YTD,2023-05-11,2023-05-12,Buy,184034.24297881383,6.168,567.561605346622
6,2021_2026YTD,2023-05-19,2023-05-22,Sell,184034.24297881383,6.157,566.5494170102784
6,2021_2026YTD,2023-07-10,2023-07-11,Buy,185903.48192688782,6.089,565.9831507264171
6,2021_2026YTD,2023-07-18,2023-07-19,Sell,185903.48192688782,6.094,566.4479094312272
6,2021_2026YTD,2023-09-15,2023-09-18,Buy,195131.6360704171,5.8,565.8817446040921
6,2021_2026YTD,2023-09-25,2023-09-26,Sell,195131.6360704171,5.772,563.1499016992238
6,2021_2026YTD,2023-10-11,2023-10-12,Buy,195478.46880881107,5.756,562.5870332317427
6,2021_2026YTD,2023-10-19,2023-10-20,Sell,195478.46880881107,5.541,541.573097834811
6,2021_2026YTD,2023-11-02,2023-11-03,Buy,194440.89681516608,5.565,541.0317953880876
6,2021_2026YTD,2023-11-10,2023-11-13,Sell,194440.89681516608,5.68,552.2121469550716
6,2021_2026YTD,2023-12-15,2023-12-18,Buy,199876.8879623935,5.52,551.6602107761428
6,2021_2026YTD,2023-12-25,2023-12-26,Sell,199876.8879623935,5.4,539.6675974984624
6,2021_2026YTD,2024-03-14,2024-03-15,Buy,197374.40951854776,5.463,539.1281995999161
6,2021_2026YTD,2024-03-22,2024-03-25,Sell,197374.40951854776,5.459,538.7334507808761
6,2021_2026YTD,2024-06-03,2024-06-04,Buy,203514.83704375292,5.289,538.1949865622446
6,2021_2026YTD,2024-06-12,2024-06-13,Sell,203514.83704375292,5.279,537.1774123769859
6,2021_2026YTD,2024-11-26,2024-11-27,Buy,185624.52556869175,5.782,536.6405034190975
6,2021_2026YTD,2024-12-04,2024-12-05,Sell,185624.52556869175,5.965,553.6251475086231
6,2021_2026YTD,2025-01-23,2025-01-24,Buy,198625.1747298801,5.569,553.0717990351841
6,2021_2026YTD,2025-02-10,2025-02-11,Sell,198625.1747298801,5.881,584.0573262932124
6,2021_2026YTD,2025-03-25,2025-03-26,Buy,196687.531046567,5.933,583.4735608496703
6,2021_2026YTD,2025-04-02,2025-04-03,Sell,196687.531046567,5.845,574.8193094835921
6,2021_2026YTD,2025-04-24,2025-04-25,Buy,204721.84578970773,5.61,574.2447774400935
6,2021_2026YTD,2025-05-07,2025-05-08,Sell,204721.84578970773,5.729,586.4257272646178
6,2021_2026YTD,2025-11-20,2025-11-21,Buy,165071.73699737494,7.098,585.8395946035162
6,2021_2026YTD,2025-11-28,2025-12-01,Sell,165071.73699737494,7.152,590.2965315026129
6,2021_2026YTD,2026-04-02,2026-04-03,Buy,153230.22735400172,7.697,589.7065299719106
6,2021_2026YTD,2026-04-13,2026-04-14,Sell,153230.22735400172,8.11,621.348571920477
6,2021_2026YTD,2026-08-03,2026-08-04,Buy,166192.11080792046,7.47,620.7275338675827
6,2021_2026YTD,2026-08-11,2026-08-12,Sell,166192.11080792046,7.982,663.2727142344106
6,2021_2026YTD,2026-09-03,2026-09-04,Buy,169335.49015865015,7.826,662.6097729906905
7,2021,2021-03-10,2021-03-11,Buy,148912.43293728583,6.712,499.75012493750546
7,2021,2021-03-19,2021-03-22,Sell,148912.43293728583,6.878,512.109856871326
7,2021,2021-05-21,2021-05-24,Buy,140994.3510931293,7.257,511.59800294134766
7,2021,2021-06-01,2021-06-02,Sell,140994.3510931293,7.487,527.8123533171296
7,2022,2022-08-04,2022-08-05,Buy,141833.4397438715,7.047,499.75012493750546
7,2022,2022-08-15,2022-08-16,Sell,141833.4397438715,7.384,523.6490595343737
7,2022,2022-10-25,2022-10-26,Buy,177933.9020981368,5.88,523.1256721684476
7,2022,2022-11-03,2022-11-04,Sell,177933.9020981368,6.0,533.8017062944105
7,2022,2022-12-02,2022-12-05,Buy,171579.20571286534,6.216,533.268171355594
7,2022,2022-12-13,2022-12-14,Sell,171579.20571286534,6.149,527.5202679642045
7,2023,2023-02-17,2023-02-20,Buy,159105.42022844037,6.282,499.75012493750546
7,2023,2023-02-28,2023-03-01,Sell,159105.42022844037,6.37,506.75076342758257
7,2023,2023-03-06,2023-03-07,Buy,158201.3330977851,6.4,506.24426591279916
7,2023,2023-03-15,2023-03-16,Sell,158201.3330977851,6.218,491.84794460101386
7,2023,2023-03-20,2023-03-21,Buy,158527.61492417636,6.199,491.3563424574677
7,2023,2023-03-29,2023-03-30,Sell,158527.61492417636,6.279,497.6974470544517
7,2023,2023-05-11,2023-05-12,Buy,161219.19530861173,6.168,497.1999983317219
7,2023,2023-05-22,2023-05-23,Sell,161219.19530861173,6.149,495.66841597632674
7,2023,2023-07-10,2023-07-11,Buy,162645.0961638046,6.089,495.17299527069554
7,2023,2023-07-19,2023-07-20,Sell,162645.0961638046,6.105,496.4741560400136
7,2023,2023-09-15,2023-09-18,Buy,171026.87241275696,5.8,495.97792999690864
7,2023,2023-09-26,2023-09-27,Sell,171026.87241275696,5.758,492.3863656763273
7,2023,2023-10-11,2023-10-12,Buy,170915.29721362013,5.756,491.8942253807327
7,2023,2023-10-20,2023-10-23,Sell,170915.29721362013,5.509,470.7861861749167
7,2023,2023-11-02,2023-11-03,Buy,169026.28401229007,5.565,470.31563526415266
7,2023,2023-11-13,2023-11-14,Sell,169026.28401229007,5.704,482.06296200305127
7,2023,2023-12-15,2023-12-18,Buy,174485.92027249048,5.52,481.58113995206077
7,2023,2023-12-26,2023-12-27,Sell,174485.92027249048,5.359,467.5350233701383
7,2024,2024-03-14,2024-03-15,Buy,182958.12737965633,5.463,499.75012493750546
7,2024,2024-03-25,2024-03-26,Sell,182958.12737965633,5.386,492.70623703341454
7,2024,2024-06-03,2024-06-04,Buy,186127.34998161645,5.289,492.21377702627797
7,2024,2024-06-13,2024-06-14,Sell,186127.34998161645,5.235,487.1883385768811
7,2024,2024-11-26,2024-11-27,Buy,168350.53397119933,5.782,486.70139371068217
7,2024,2024-12-05,2024-12-06,Sell,168350.53397119933,5.996,504.7149008456557
7,2025,2025-01-23,2025-01-24,Buy,179475.71375023568,5.569,499.75012493750546
7,2025,2025-02-11,2025-02-12,Sell,179475.71375023568,5.839,523.9793462938131
7,2025,2025-03-25,2025-03-26,Buy,176455.63081283096,5.933,523.4556288062595
7,2025,2025-04-03,2025-04-07,Sell,176455.63081283096,5.62,495.840322584055
7,2025,2025-04-24,2025-04-25,Buy,176593.48665159862,5.61,495.3447300576372
7,2025,2025-05-08,2025-05-09,Sell,176593.48665159862,5.76,508.589241556604
7,2025,2025-11-20,2025-11-21,Buy,143161.70934984065,7.098,508.0809064825298
7,2025,2025-12-01,2025-12-02,Sell,143161.70934984065,7.154,512.08943434438
7,2026YTD,2026-04-02,2026-04-03,Buy,129855.82043329382,7.697,499.75012493750546
7,2026YTD,2026-04-14,2026-04-15,Sell,129855.82043329382,8.22,533.7074219808376
7,2026YTD,2026-08-03,2026-08-04,Buy,142750.73126618678,7.47,533.1739812791348
7,2026YTD,2026-08-12,2026-08-13,Sell,142750.73126618678,8.085,577.0698311435601
7,2026YTD,2026-09-03,2026-09-04,Buy,147327.63856456347,7.826,576.4930497030728
7,2021_2026YTD,2021-03-10,2021-03-11,Buy,148912.43293728583,6.712,499.75012493750546
7,2021_2026YTD,2021-03-19,2021-03-22,Sell,148912.43293728583,6.878,512.109856871326
7,2021_2026YTD,2021-05-21,2021-05-24,Buy,140994.3510931293,7.257,511.59800294134766
7,2021_2026YTD,2021-06-01,2021-06-02,Sell,140994.3510931293,7.487,527.8123533171296
7,2021_2026YTD,2022-08-04,2022-08-05,Buy,149648.02177894194,7.047,527.2848047381267
7,2021_2026YTD,2022-08-15,2022-08-16,Sell,149648.02177894194,7.384,552.5004964078537
7,2021_2026YTD,2022-10-25,2022-10-26,Buy,187737.50749103335,5.88,551.9482720235828
7,2021_2026YTD,2022-11-03,2022-11-04,Sell,187737.50749103335,6.0,563.2125224731001
7,2021_2026YTD,2022-12-02,2022-12-05,Buy,181032.6870708351,6.216,562.6495914161205
7,2021_2026YTD,2022-12-13,2022-12-14,Sell,181032.6870708351,6.149,556.5849963992825
7,2021_2026YTD,2023-02-17,2023-02-20,Buy,177022.8238001607,6.282,556.0286895562895
7,2021_2026YTD,2023-02-28,2023-03-01,Sell,177022.8238001607,6.37,563.8176938035118
7,2021_2026YTD,2023-03-06,2023-03-07,Buy,176016.92433677227,6.4,563.2541578775272
7,2021_2026YTD,2023-03-15,2023-03-16,Sell,176016.92433677227,6.218,547.236617763025
7,2021_2026YTD,2023-03-20,2023-03-21,Buy,176379.94987153736,6.199,546.6896546268836
7,2021_2026YTD,2023-03-29,2023-03-30,Sell,176379.94987153736,6.279,553.7448526216915
7,2021_2026YTD,2023-05-11,2023-05-12,Buy,179374.63829543744,6.168,553.1913845031522
7,2021_2026YTD,2023-05-22,2023-05-23,Sell,179374.63829543744,6.149,551.4873254393224
7,2021_2026YTD,2023-07-10,2023-07-11,Buy,180961.11470512167,6.089,550.9361137195956
7,2021_2026YTD,2023-07-19,2023-07-20,Sell,180961.11470512167,6.105,552.383802637384
7,2021_2026YTD,2023-09-15,2023-09-18,Buy,190286.79134090376,5.8,551.8316948886495
7,2021_2026YTD,2023-09-26,2023-09-27,Sell,190286.79134090376,5.758,547.8356722704619
7,2021_2026YTD,2023-10-11,2023-10-12,Buy,190162.6512783659,5.756,547.2881103791296
7,2021_2026YTD,2023-10-20,2023-10-23,Sell,190162.6512783659,5.509,523.8030229462589
7,2021_2026YTD,2023-11-02,2023-11-03,Buy,188060.9098630508,5.565,523.2794816938695
7,2021_2026YTD,2023-11-13,2023-11-14,Sell,188060.9098630508,5.704,536.3497149294209
7,2021_2026YTD,2023-12-15,2023-12-18,Buy,194135.37436787266,5.52,535.8136332551949
7,2021_2026YTD,2023-12-26,2023-12-27,Sell,194135.37436787266,5.359,520.1857356187148
7,2021_2026YTD,2024-03-14,2024-03-15,Buy,190249.2439487397,5.463,519.6658098459011
7,2021_2026YTD,2024-03-25,2024-03-26,Sell,190249.2439487397,5.386,512.341213953956
7,2021_2026YTD,2024-06-03,2024-06-04,Buy,193544.7641454293,5.289,511.8291287824977
7,2021_2026YTD,2024-06-13,2024-06-14,Sell,193544.7641454293,5.235,506.6034201506613
7,2021_2026YTD,2024-11-26,2024-11-27,Buy,175059.5191648679,5.782,506.09706990560517
7,2021_2026YTD,2024-12-05,2024-12-06,Sell,175059.5191648679,5.996,524.828438456274
7,2021_2026YTD,2025-01-23,2025-01-24,Buy,188293.7232181345,5.569,524.3038723007776
7,2021_2026YTD,2025-02-11,2025-02-12,Sell,188293.7232181345,5.839,549.7235249353437
7,2021_2026YTD,2025-03-25,2025-03-26,Buy,185125.25741945344,5.933,549.1740761348046
7,2021_2026YTD,2025-04-03,2025-04-07,Sell,185125.25741945344,5.62,520.2019733486642
7,2021_2026YTD,2025-04-24,2025-04-25,Buy,185269.88639797387,5.61,519.6820313462522
7,2021_2026YTD,2025-05-08,2025-05-09,Sell,185269.88639797387,5.76,533.5772728261647
7,2021_2026YTD,2025-11-20,2025-11-21,Buy,150195.53739325088,7.098,533.0439622085541
7,2021_2026YTD,2025-12-01,2025-12-02,Sell,150195.53739325088,7.154,537.2494372556584
7,2021_2026YTD,2026-04-02,2026-04-03,Buy,139460.16793786574,7.697,536.7124563087709
7,2021_2026YTD,2026-04-14,2026-04-15,Sell,139460.16793786574,8.22,573.1812902246284
7,2021_2026YTD,2026-08-03,2026-08-04,Buy,153308.8073311446,7.47,572.6083953818306
7,2021_2026YTD,2026-08-12,2026-08-13,Sell,153308.8073311446,8.085,619.7508536361521
7,2021_2026YTD,2026-09-03,2026-09-04,Buy,158224.23013112255,7.826,619.1314125030767
