signal_id,name,namespace,registry_category,frequency,status,config_json,output_key,s001_reference_function,observed_days,primary_state_count,primary_value_counts_json,full_value_counts_json,error_type,error
SIG-30M-9C21BCAABDE4B826,pressure_support_V240402,pressure,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""name"":""pressure_support_V240402"",""w"":60}",30分钟_D1W60_支撑压力V240402,False,1378,3,"{""其他"":1189,""压力位"":87,""支撑位"":102}","{""其他_任意_任意"":1189,""压力位_任意_任意"":87,""支撑位_任意_任意"":102}",,
SIG-30M-899411FABAA48574,pressure_support_V240406,pressure,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""name"":""pressure_support_V240406"",""w"":60}",30分钟_D1W60_支撑压力V240406,False,1378,3,"{""其他"":1260,""压力位"":55,""支撑位"":63}","{""其他_任意_任意"":1260,""压力位_任意_任意"":55,""支撑位_任意_任意"":63}",,
SIG-30M-DA548B97A6FD0647,pressure_support_V240530,pressure,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""n"":5,""name"":""pressure_support_V240530"",""w"":20}",30分钟_D1W20N5_支撑压力V240530,False,1378,3,"{""其他"":1189,""压力位"":107,""支撑位"":82}","{""其他_任意_任意"":1189,""压力位_任意_任意"":107,""支撑位_任意_任意"":82}",,
SIG-30M-C4F5BAA76EC97990,skdj_up_dw_line_V230611,skdj,kline,30m,GENERATED,"{""di"":1,""dw"":40,""freq"":""30分钟"",""m"":89,""n"":233,""name"":""skdj_up_dw_line_V230611"",""up"":60}",30分钟_D1N233M89UP60DW40_SKDJ随机波动V230611,False,1378,3,"{""其他"":621,""看多"":377,""看空"":380}","{""其他_任意_任意"":621,""看多_任意_任意"":377,""看空_任意_任意"":380}",,
SIG-30M-7F61A391B49401A3,tas_accelerate_V230531,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""n"":20,""name"":""tas_accelerate_V230531"",""t"":20}",30分钟_D1N20T20_BOLL加速V230531,False,1378,3,"{""其他"":1374,""多头加速"":1,""空头加速"":3}","{""其他_其他_任意"":1374,""多头加速_未破上轨_任意"":1,""空头加速_未破下轨_任意"":2,""空头加速_跌破下轨_任意"":1}",,
SIG-30M-6A56E0EFF5679279,tas_angle_V230802,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""n"":9,""name"":""tas_angle_V230802"",""th"":50}",30分钟_D1N9T50_笔角度V230802,False,1378,3,"{""其他"":1311,""多头"":41,""空头"":26}","{""其他_任意_任意"":1311,""多头_任意_任意"":41,""空头_任意_任意"":26}",,
SIG-30M-C04492B5B3A01436,tas_atr_V230630,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""name"":""tas_atr_V230630"",""timeperiod"":14}",30分钟_D1ATR14_波动V230630,False,1378,10,"{""第10层"":157,""第1层"":391,""第2层"":120,""第3层"":128,""第4层"":103,""第5层"":89,""第6层"":104,""第7层"":99,""第8层"":89,""第9层"":98}","{""第10层_任意_任意"":157,""第1层_任意_任意"":391,""第2层_任意_任意"":120,""第3层_任意_任意"":128,""第4层_任意_任意"":103,""第5层_任意_任意"":89,""第6层_任意_任意"":104,""第7层_任意_任意"":99,""第8层_任意_任意"":89,""第9层_任意_任意"":98}",,
SIG-30M-80D2E865CD34D2FA,tas_atr_break_V230424,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""name"":""tas_atr_break_V230424"",""th"":30,""timeperiod"":5}",30分钟_D1ATR5T30突破_BS辅助V230424,False,1378,3,"{""其他"":1301,""看多"":45,""看空"":32}","{""其他_任意_任意"":1301,""看多_任意_任意"":45,""看空_任意_任意"":32}",,
SIG-30M-8DF533FC1033A5A5,tas_boll_bc_V221118,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""line"":3,""m"":10,""n"":3,""name"":""tas_boll_bc_V221118"",""timeperiod"":20}",30分钟_D1N3M10L3#BOLL20_背驰V221118,False,1378,3,"{""一买"":6,""一卖"":13,""其他"":1359}","{""一买_任意_任意"":6,""一卖_任意_任意"":13,""其他_任意_任意"":1359}",,
SIG-30M-2346F01266E63ACB,tas_boll_cc_V230312,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""name"":""tas_boll_cc_V230312"",""nbdev"":20,""sp"":400,""timeperiod"":20}",30分钟_D1BOLL20S20SP400_BS辅助V230312,False,1378,3,"{""其他"":1367,""看多"":6,""看空"":5}","{""其他_任意_任意"":1367,""看多_任意_任意"":6,""看空_任意_任意"":5}",,
SIG-30M-A7271D31A8FD954E,tas_boll_power_V221112,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""name"":""tas_boll_power_V221112"",""timeperiod"":20}",30分钟_D1BOLL20_强弱V221112,False,1378,2,"{""多头"":747,""空头"":631}","{""多头_弱势_任意"":525,""多头_强势_任意"":181,""多头_极强_任意"":1,""多头_超强_任意"":40,""空头_弱势_任意"":418,""空头_强势_任意"":145,""空头_极强_任意"":5,""空头_超强_任意"":63}",,
SIG-30M-772A1810AAF44399,tas_boll_vt_V230212,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""max_overlap"":5,""name"":""tas_boll_vt_V230212"",""nbdev"":20,""timeperiod"":20}",30分钟_D1BOLL20S20MO5_BS辅助V230212,False,1378,3,"{""其他"":1273,""看多"":39,""看空"":66}","{""其他_任意_任意"":1273,""看多_任意_任意"":39,""看空_任意_任意"":66}",,
SIG-30M-4ACC7F4E204530BA,tas_cci_base_V230402,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""max_count"":6,""min_count"":3,""name"":""tas_cci_base_V230402"",""timeperiod"":14}",30分钟_D1CCI14#3#6_BS辅助V230402,False,1378,3,"{""其他"":1215,""多头"":82,""空头"":81}","{""其他_任意_任意"":1215,""多头_任意_任意"":82,""空头_任意_任意"":81}",,
SIG-30M-B5A61744790CC32B,tas_cross_status_V230619,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""name"":""tas_cross_status_V230619"",""signalperiod"":9,""slowperiod"":26}",30分钟_D1MACD12#26#9_金死叉V230619,False,1378,21,"{""0轴上死叉第1次"":14,""0轴上死叉第2次"":5,""0轴上死叉第3次"":7,""0轴上死叉第4次"":3,""0轴上死叉第5次"":5,""0轴上金叉第1次"":9,""0轴上金叉第2次"":6,""0轴上金叉第3次"":2,""0轴上金叉第4次"":4,""0轴上金叉第5次"":2,""0轴上金叉第7次"":1,""0轴下死叉第1次"":3,""0轴下死叉第2次"":4,""0轴下死叉第3次"":2,""0轴下死叉第5次"":1,""0轴下金叉第1次"":18,""0轴下金叉第2次"":6,""0轴下金叉第3次"":5,""0轴下金叉第5次"":3,""0轴下金叉第7次"":1,""其他"":1277}","{""0轴上死叉第1次_任意_任意"":14,""0轴上死叉第2次_任意_任意"":5,""0轴上死叉第3次_任意_任意"":7,""0轴上死叉第4次_任意_任意"":3,""0轴上死叉第5次_任意_任意"":5,""0轴上金叉第1次_任意_任意"":9,""0轴上金叉第2次_任意_任意"":6,""0轴上金叉第3次_任意_任意"":2,""0轴上金叉第4次_任意_任意"":4,""0轴上金叉第5次_任意_任意"":2,""0轴上金叉第7次_任意_任意"":1,""0轴下死叉第1次_任意_任意"":3,""0轴下死叉第2次_任意_任意"":4,""0轴下死叉第3次_任意_任意"":2,""0轴下死叉第5次_任意_任意"":1,""0轴下金叉第1次_任意_任意"":18,""0轴下金叉第2次_任意_任意"":6,""0轴下金叉第3次_任意_任意"":5,""0轴下金叉第5次_任意_任意"":3,""0轴下金叉第7次_任意_任意"":1,""其他_任意_任意"":1277}",,
SIG-30M-7DC1FE61B6083F16,tas_cross_status_V230624,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""md"":1,""n"":100,""name"":""tas_cross_status_V230624""}",30分钟_D1N100MD1_MACD交叉数量V230624,False,1378,17,"{""0轴上金叉第0次"":321,""0轴上金叉第1次"":161,""0轴上金叉第2次"":91,""0轴上金叉第3次"":57,""0轴上金叉第4次"":39,""0轴上金叉第5次"":20,""0轴上金叉第6次"":3,""0轴上金叉第7次"":1,""0轴下金叉第0次"":198,""0轴下金叉第1次"":195,""0轴下金叉第2次"":95,""0轴下金叉第3次"":60,""0轴下金叉第4次"":22,""0轴下金叉第5次"":6,""0轴下金叉第6次"":1,""0轴下金叉第7次"":3,""其他"":105}","{""0轴上金叉第0次_0轴上死叉第0次_任意"":190,""0轴上金叉第0次_0轴上死叉第1次_任意"":131,""0轴上金叉第1次_0轴上死叉第0次_任意"":7,""0轴上金叉第1次_0轴上死叉第1次_任意"":69,""0轴上金叉第1次_0轴上死叉第2次_任意"":85,""0轴上金叉第2次_0轴上死叉第1次_任意"":2,""0轴上金叉第2次_0轴上死叉第2次_任意"":41,""0轴上金叉第2次_0轴上死叉第3次_任意"":48,""0轴上金叉第3次_0轴上死叉第2次_任意"":1,""0轴上金叉第3次_0轴上死叉第3次_任意"":27,""0轴上金叉第3次_0轴上死叉第4次_任意"":29,""0轴上金叉第4次_0轴上死叉第3次_任意"":1,""0轴上金叉第4次_0轴上死叉第4次_任意"":20,""0轴上金叉第4次_0轴上死叉第5次_任意"":18,""0轴上金叉第5次_0轴上死叉第4次_任意"":2,""0轴上金叉第5次_0轴上死叉第5次_任意"":8,""0轴上金叉第5次_0轴上死叉第6次_任意"":10,""0轴上金叉第6次_0轴上死叉第6次_任意"":2,""0轴上金叉第6次_0轴上死叉第7次_任意"":1,""0轴上金叉第7次_0轴上死叉第7次_任意"":1,""0轴下金叉第0次_0轴下死叉第0次_任意"":197,""0轴下金叉第0次_0轴下死叉第1次_任意"":1,""0轴下金叉第1次_0轴下死叉第0次_任意"":128,""0轴下金叉第1次_0轴下死叉第1次_任意"":66,""0轴下金叉第1次_0轴下死叉第2次_任意"":1,""0轴下金叉第2次_0轴下死叉第1次_任意"":62,""0轴下金叉第2次_0轴下死叉第2次_任意"":33,""0轴下金叉第3次_0轴下死叉第2次_任意"":28,""0轴下金叉第3次_0轴下死叉第3次_任意"":30,""0轴下金叉第3次_0轴下死叉第4次_任意"":2,""0轴下金叉第4次_0轴下死叉第3次_任意"":13,""0轴下金叉第4次_0轴下死叉第4次_任意"":8,""0轴下金叉第4次_0轴下死叉第5次_任意"":1,""0轴下金叉第5次_0轴下死叉第4次_任意"":3,""0轴下金叉第5次_0轴下死叉第5次_任意"":3,""0轴下金叉第6次_0轴下死叉第6次_任意"":1,""0轴下金叉第7次_0轴下死叉第6次_任意"":3,""其他_其他_任意"":105}",,
SIG-30M-81D5F8AFBD7710DF,tas_cross_status_V230625,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""j"":0,""md"":1,""n"":100,""name"":""tas_cross_status_V230625"",""s"":0}",30分钟_D1N100MD1J0S0_MACD交叉数量V230625,False,1378,3,"{""0轴上第0次金叉以后"":693,""0轴下第0次金叉以后"":580,""其他"":105}","{""0轴上第0次金叉以后_任意_任意"":693,""0轴下第0次金叉以后_任意_任意"":580,""其他_任意_任意"":105}",,
SIG-30M-BD9747FC2C4418A3,tas_dif_layer_V241010,tas,kline,30m,GENERATED,"{""freq"":""30分钟"",""name"":""tas_dif_layer_V241010"",""t"":30,""w"":100}",30分钟_DIF分层W100T30_完全分类V241010,False,1378,3,"{""多头远离"":415,""空头远离"":366,""零轴附近"":597}","{""多头远离_任意_任意"":415,""空头远离_任意_任意"":366,""零轴附近_任意_任意"":597}",,
SIG-30M-CA52D300A3CAF34B,tas_dif_zero_V240612,tas,kline,30m,GENERATED,"{""freq"":""30分钟"",""name"":""tas_dif_zero_V240612"",""t"":50}",30分钟_DIF靠近零轴T50_BS辅助V240612,False,1378,3,"{""买点"":33,""其他"":1318,""卖点"":27}","{""买点_任意_任意"":33,""其他_任意_任意"":1318,""卖点_任意_任意"":27}",,
SIG-30M-7F3CBBC5A528FC70,tas_dif_zero_V240614,tas,kline,30m,GENERATED,"{""freq"":""30分钟"",""name"":""tas_dif_zero_V240614"",""t"":50,""w"":20}",30分钟_DIF靠近零轴W20T50_BS辅助V240614,False,1378,3,"{""买点"":25,""其他"":1322,""卖点"":31}","{""买点_任意_任意"":25,""其他_任意_任意"":1322,""卖点_任意_任意"":31}",,
SIG-30M-08C795919B61C44B,tas_dma_bs_V240608,tas,kline,30m,GENERATED,"{""freq"":""30分钟"",""n"":5,""name"":""tas_dma_bs_V240608"",""t1"":5,""t2"":10}",30分钟_N5双均线5#10顺势_BS辅助V240608,False,1378,3,"{""买点"":60,""其他"":1262,""卖点"":56}","{""买点_任意_任意"":60,""其他_任意_任意"":1262,""卖点_任意_任意"":56}",,
SIG-30M-1BCB885FB8958A9F,tas_double_ma_V221203,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""name"":""tas_double_ma_V221203"",""th"":100,""timeperiod1"":5,""timeperiod2"":10}",30分钟_D1T100#SMA#5#10_JX辅助V221203,False,1378,2,"{""多头"":700,""空头"":678}","{""多头_弱势_任意"":685,""多头_强势_任意"":15,""空头_弱势_任意"":662,""空头_强势_任意"":16}",,
SIG-30M-6CAEDED21F491AF3,tas_double_ma_V230511,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""name"":""tas_double_ma_V230511"",""t1"":5,""t2"":20}",30分钟_D1#SMA#5#20_BS辅助V230511,False,1378,3,"{""其他"":1206,""看多"":62,""看空"":110}","{""其他_任意_任意"":1206,""看多_任意_任意"":52,""看多_第一个_任意"":10,""看空_任意_任意"":83,""看空_第一个_任意"":27}",,
SIG-30M-4D49B562476C65F1,tas_double_ma_V240208,tas,kline,30m,GENERATED,"{""M"":60,""N"":20,""di"":1,""freq"":""30分钟"",""name"":""tas_double_ma_V240208""}",30分钟_D1N20M60双均线_BS辅助V240208,False,1378,3,"{""其他"":688,""多头"":348,""空头"":342}","{""其他_任意_任意"":688,""多头_任意_任意"":348,""空头_任意_任意"":342}",,
SIG-30M-9A4F14E62DF45E20,tas_first_bs_V230217,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""n"":10,""name"":""tas_first_bs_V230217"",""timeperiod"":5}",30分钟_D1N10#SMA#5_BS1辅助V230217,False,1378,3,"{""一买"":7,""一卖"":10,""其他"":1361}","{""一买_任意_任意"":7,""一卖_任意_任意"":10,""其他_任意_任意"":1361}",,
SIG-30M-59A4BAE9305C0CEA,tas_hlma_V230301,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""name"":""tas_hlma_V230301"",""timeperiod"":3}",30分钟_D1#SMA#3HLMA_BS辅助V230301,False,1378,3,"{""其他"":1290,""看多"":50,""看空"":38}","{""其他_任意_任意"":1290,""看多_任意_任意"":50,""看空_任意_任意"":38}",,
SIG-30M-5DFFC57AC894B9C0,tas_kdj_base_V221101,tas,kline,30m,GENERATED,"{""di"":1,""fastk_period"":9,""freq"":""30分钟"",""name"":""tas_kdj_base_V221101"",""slowd_period"":3,""slowk_period"":3}",30分钟_D1K#KDJ9#3#3_KDJ辅助V221101,False,1378,2,"{""多头"":723,""空头"":655}","{""多头_向上_任意"":545,""多头_向下_任意"":178,""空头_向上_任意"":222,""空头_向下_任意"":433}",,
SIG-30M-F8E3816211A21B24,tas_kdj_evc_V221201,tas,kline,30m,GENERATED,"{""c1"":5,""c2"":8,""di"":1,""fastk_period"":9,""freq"":""30分钟"",""key"":""K"",""name"":""tas_kdj_evc_V221201"",""slowd_period"":3,""slowk_period"":3,""th"":10}",30分钟_D1T10KDJ9#3#3#K值突破5#8_KDJ极值V221201,False,1378,3,"{""其他"":1327,""多头"":17,""空头"":34}","{""其他_任意_任意"":1327,""多头_C5_任意"":5,""多头_C6_任意"":10,""多头_C7_任意"":2,""空头_C5_任意"":17,""空头_C6_任意"":15,""空头_C7_任意"":2}",,
SIG-30M-98355671BDBC6862,tas_kdj_evc_V230401,tas,kline,30m,GENERATED,"{""di"":1,""fastk_period"":9,""freq"":""30分钟"",""key"":""K"",""max_count"":8,""min_count"":5,""name"":""tas_kdj_evc_V230401"",""slowd_period"":3,""slowk_period"":3,""th"":10}",30分钟_D1T10KDJ9#3#3#K值突破5#8_BS辅助V230401,False,1378,3,"{""其他"":1327,""多头"":17,""空头"":34}","{""其他_任意_任意"":1327,""多头_任意_任意"":17,""空头_任意_任意"":34}",,
SIG-30M-C584C0AE127CF20E,tas_low_trend_V230627,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""n"":13,""name"":""tas_low_trend_V230627"",""th"":300}",30分钟_D1N13TH300_趋势230627,False,1378,3,"{""其他"":1192,""小阳趋势"":89,""阴跌趋势"":97}","{""其他_任意_任意"":1192,""小阳趋势_任意_任意"":89,""阴跌趋势_任意_任意"":97}",,
SIG-30M-E5AE9A83EB877E10,tas_ma_base_V221101,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""name"":""tas_ma_base_V221101"",""timeperiod"":5}",30分钟_D1SMA#5_分类V221101,False,1378,2,"{""多头"":732,""空头"":646}","{""多头_向上_任意"":578,""多头_向下_任意"":154,""空头_向上_任意"":127,""空头_向下_任意"":519}",,
SIG-30M-C79F1E10561B4F22,tas_ma_base_V221203,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""name"":""tas_ma_base_V221203"",""th"":100,""timeperiod"":5}",30分钟_D1SMA#5T100_分类V221203,False,1378,2,"{""多头"":732,""空头"":646}","{""多头_向上_远离"":20,""多头_向上_靠近"":558,""多头_向下_靠近"":154,""空头_向上_靠近"":127,""空头_向下_远离"":27,""空头_向下_靠近"":492}",,
SIG-30M-68FE774111288F07,tas_ma_base_V230313,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""max_overlap"":5,""name"":""tas_ma_base_V230313"",""timeperiod"":5}",30分钟_D1#SMA#5MO5_BS辅助V230313,False,1378,3,"{""其他"":342,""看多"":551,""看空"":485}","{""其他_任意_任意"":342,""看多_向上_任意"":399,""看多_向下_任意"":152,""看空_向上_任意"":125,""看空_向下_任意"":360}",,
SIG-30M-D3B3071033DEFFD2,tas_ma_cohere_V230512,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_seq"":""5#13#21#34#55"",""name"":""tas_ma_cohere_V230512""}",30分钟_D1SMA5#13#21#34#55_均线系统V230512,False,1378,3,"{""其他"":397,""扩散"":967,""粘合"":14}","{""其他_任意_任意"":397,""扩散_任意_任意"":967,""粘合_任意_任意"":14}",,
SIG-30M-44F379B29BB956CC,tas_ma_round_V221206,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""name"":""tas_ma_round_V221206"",""th"":10,""timeperiod"":5}",30分钟_D1TH10#碰SMA#5_BE辅助V221206,False,1378,3,"{""上碰"":50,""下碰"":13,""其他"":1315}","{""上碰_任意_任意"":50,""下碰_任意_任意"":13,""其他_任意_任意"":1315}",,
SIG-30M-5AB8F67776EBF508,tas_ma_system_V230513,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_seq"":""5#10#20"",""name"":""tas_ma_system_V230513""}",30分钟_D1SMA5#10#20_均线系统V230513,False,1378,3,"{""其他"":453,""多头排列"":478,""空头排列"":447}","{""其他_任意_任意"":453,""多头排列_任意_任意"":478,""空头排列_任意_任意"":447}",,
SIG-30M-FCF161C964C5C292,tas_macd_base_V221028,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""name"":""tas_macd_base_V221028"",""signalperiod"":""9#MACD"",""slowperiod"":26}",30分钟_D1MACD12#26#9#MACD_BS辅助V221028,False,1378,2,"{""多头"":655,""空头"":723}","{""多头_向上_任意"":328,""多头_向下_任意"":327,""空头_向上_任意"":361,""空头_向下_任意"":362}",,
SIG-30M-20B309C80519200E,tas_macd_base_V230320,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""key"":""MACD"",""max_overlap"":3,""name"":""tas_macd_base_V230320"",""signalperiod"":9,""slowperiod"":26}",30分钟_D1MACD12#26#9MO3#MACD_BS辅助V230320,False,1378,3,"{""其他"":1095,""多头"":142,""空头"":141}","{""其他_任意_任意"":1095,""多头_向上_任意"":135,""多头_向下_任意"":7,""空头_向上_任意"":13,""空头_向下_任意"":128}",,
SIG-30M-0955D47E1FC592C4,tas_macd_bc_V221201,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""m"":50,""n"":3,""name"":""tas_macd_bc_V221201"",""signalperiod"":9,""slowperiod"":26}",30分钟_D1N3M50#MACD12#26#9_BCV221201,False,1378,3,"{""其他"":1228,""底部"":72,""顶部"":78}","{""其他_红柱_任意"":575,""其他_绿柱_任意"":653,""底部_红柱_任意"":9,""底部_绿柱_任意"":63,""顶部_红柱_任意"":71,""顶部_绿柱_任意"":7}",,
SIG-30M-4325CC4E4CC6D068,tas_macd_bc_V230803,tas,kline,30m,GENERATED,"{""freq"":""30分钟"",""name"":""tas_macd_bc_V230803""}",30分钟_MACD双分型背驰_BS辅助V230803,False,1378,3,"{""其他"":1194,""多头"":91,""空头"":93}","{""其他_任意_任意"":1194,""多头_任意_任意"":91,""空头_任意_任意"":93}",,
SIG-30M-7C704A9940104631,tas_macd_bc_V230804,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""name"":""tas_macd_bc_V230804""}",30分钟_D1MACD背驰_BS辅助V230804,False,1378,3,"{""其他"":1252,""多头"":51,""空头"":75}","{""其他_任意_任意"":1252,""多头_任意_任意"":51,""空头_任意_任意"":75}",,
SIG-30M-9B9F9DEF26EE705D,tas_macd_bc_V240307,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""n"":20,""name"":""tas_macd_bc_V240307""}",30分钟_D1N20柱子背驰_BS辅助V240307,False,1378,3,"{""其他"":1183,""底背驰"":108,""顶背驰"":87}","{""其他_其他_任意"":1183,""底背驰_第11次_任意"":1,""底背驰_第1次_任意"":31,""底背驰_第2次_任意"":17,""底背驰_第3次_任意"":23,""底背驰_第4次_任意"":8,""底背驰_第5次_任意"":9,""底背驰_第6次_任意"":4,""底背驰_第7次_任意"":9,""底背驰_第8次_任意"":4,""底背驰_第9次_任意"":2,""顶背驰_第13次_任意"":1,""顶背驰_第1次_任意"":18,""顶背驰_第2次_任意"":17,""顶背驰_第3次_任意"":9,""顶背驰_第4次_任意"":16,""顶背驰_第5次_任意"":13,""顶背驰_第6次_任意"":6,""顶背驰_第7次_任意"":6,""顶背驰_第8次_任意"":1}",,
SIG-30M-4EED89CB58072D6B,tas_macd_bc_ubi_V230804,tas,kline,30m,GENERATED,"{""freq"":""30分钟"",""name"":""tas_macd_bc_ubi_V230804""}",30分钟_MACD背驰_UBI观察V230804,False,1378,3,"{""其他"":1302,""多头"":29,""空头"":47}","{""其他_任意_任意"":1302,""多头_任意_任意"":29,""空头_任意_任意"":47}",,
SIG-30M-2B5E720799D2013A,tas_macd_bs1_V230312,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""name"":""tas_macd_bs1_V230312"",""signalperiod"":9,""slowperiod"":26}",30分钟_D1MACD12#26#9_BS1辅助V230312,False,1378,3,"{""其他"":1271,""看多"":45,""看空"":62}","{""其他_任意_任意"":1271,""看多_任意_任意"":45,""看空_任意_任意"":62}",,
SIG-30M-009DC0C6A026EFEA,tas_macd_bs1_V230313,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""name"":""tas_macd_bs1_V230313"",""signalperiod"":9,""slowperiod"":26}",30分钟_D1MACD12#26#9_BS1辅助V230313,False,1378,3,"{""一买"":70,""一卖"":92,""其他"":1216}","{""一买_死叉_任意"":23,""一买_金叉_任意"":47,""一卖_死叉_任意"":51,""一卖_金叉_任意"":41,""其他_死叉_任意"":649,""其他_金叉_任意"":567}",,
SIG-30M-6361D2EEB409E3DB,tas_macd_bs1_V230411,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""name"":""tas_macd_bs1_V230411"",""tha"":30,""thb"":5,""thc"":30}",30分钟_D1T30#5#30_BS1辅助V230411,False,1378,3,"{""其他"":1266,""底背驰"":50,""顶背驰"":62}","{""其他_任意_任意"":1266,""底背驰_任意_任意"":50,""顶背驰_任意_任意"":62}",,
SIG-30M-ED9273B5A46AD029,tas_macd_bs1_V230412,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""name"":""tas_macd_bs1_V230412"",""tha"":100,""thb"":10}",30分钟_D1T100#10_BS1辅助V230412,False,1378,3,"{""其他"":1303,""底背驰"":28,""顶背驰"":47}","{""其他_任意_任意"":1303,""底背驰_任意_任意"":28,""顶背驰_任意_任意"":47}",,
SIG-30M-D1EB221902EBDE31,tas_macd_change_V221105,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""n"":55,""name"":""tas_macd_change_V221105"",""signalperiod"":9,""slowperiod"":26}",30分钟_D1K55#MACD12#26#9变色次数_BS辅助V221105,False,1378,11,"{""10次"":4,""11次"":1,""12次"":1,""1次"":69,""2次"":224,""3次"":399,""4次"":314,""5次"":233,""6次"":90,""7次"":41,""8次"":2}","{""10次_任意_任意"":4,""11次_任意_任意"":1,""12次_任意_任意"":1,""1次_任意_任意"":69,""2次_任意_任意"":224,""3次_任意_任意"":399,""4次_任意_任意"":314,""5次_任意_任意"":233,""6次_任意_任意"":90,""7次_任意_任意"":41,""8次_任意_任意"":2}",,
SIG-30M-039F9079025E17D2,tas_macd_direct_V221106,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""name"":""tas_macd_direct_V221106"",""signalperiod"":9,""slowperiod"":26}",30分钟_D1K#MACD12#26#9方向_BS辅助V221106,False,1378,3,"{""向上"":516,""向下"":562,""模糊"":300}","{""向上_任意_任意"":516,""向下_任意_任意"":562,""模糊_任意_任意"":300}",,
SIG-30M-616844CE7C50CB96,tas_macd_dist_V230408,tas,kline,30m,GENERATED,"{""freq"":""30分钟"",""key"":""DIF"",""n"":10,""name"":""tas_macd_dist_V230408"",""w"":100}",30分钟_DIF分层W100N10_BS辅助V230408,False,1378,10,"{""第10层"":192,""第1层"":178,""第2层"":90,""第3层"":116,""第4层"":124,""第5层"":127,""第6层"":139,""第7层"":138,""第8层"":142,""第9层"":132}","{""第10层_任意_任意"":192,""第1层_任意_任意"":178,""第2层_任意_任意"":90,""第3层_任意_任意"":116,""第4层_任意_任意"":124,""第5层_任意_任意"":127,""第6层_任意_任意"":139,""第7层_任意_任意"":138,""第8层_任意_任意"":142,""第9层_任意_任意"":132}",,
SIG-30M-1B7EDADBA885FAB7,tas_macd_dist_V230409,tas,kline,30m,GENERATED,"{""freq"":""30分钟"",""key"":""DIF"",""n"":10,""name"":""tas_macd_dist_V230409"",""t"":20,""w"":100}",30分钟_DIF远离W100N10T20_BS辅助V230409,False,1378,3,"{""其他"":1096,""多头远离"":117,""空头远离"":165}","{""其他_任意_任意"":1096,""多头远离_任意_任意"":117,""空头远离_任意_任意"":165}",,
