signal_date,factor_score,champion_target_position,challenger_target_position,champion_execution_position,challenger_execution_position
2022-08-29,-0.23833269437641946,0.0,0.0,0.0,0.0
2022-08-30,-0.23833269437641946,0.0,0.0,0.0,0.0
2022-08-31,-0.3572732287785636,0.0,0.0,0.0,0.0
2022-09-01,-0.3572732287785636,0.0,0.0,0.0,0.0
2022-09-02,-0.3572732287785636,0.0,0.0,0.0,0.0
2022-09-05,-0.3572732287785636,0.0,0.0,0.0,0.0
2022-09-06,-0.1898532294712993,0.0,0.0,0.0,0.0
2022-09-07,0.07181594621341773,0.0,0.0,0.0,0.0
2022-09-08,-0.04712458818872638,0.0,0.0,0.0,0.0
2022-09-09,-0.3572732287785636,0.0,0.0,0.0,0.0
2022-09-13,-0.23833269437641946,0.0,0.0,0.0,0.0
2022-09-14,-0.3572732287785636,0.0,0.0,0.0,0.0
2022-09-15,0.02333648130829763,0.0,0.0,0.0,0.0
2022-09-16,0.14227701571044177,0.0,0.0,0.0,0.0
2022-09-19,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-09-20,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-09-21,-0.04802783933298885,0.0,0.0,0.0,0.0
2022-09-22,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-09-23,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-09-26,-0.23833269437641946,0.0,0.0,0.0,0.0
2022-09-27,-0.0709126950691552,0.0,0.0,0.0,0.0
2022-09-28,-0.23833269437641946,0.0,0.0,0.0,0.0
2022-09-29,-0.23833269437641946,0.0,0.0,0.0,0.0
2022-09-30,-0.45242565630027887,0.0,0.0,0.0,0.0
2022-10-10,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-10-11,-0.2621208012568482,0.0,0.0,0.0,0.0
2022-10-12,-0.094700801949584,0.0,0.0,0.0,0.0
2022-10-13,0.024239732452560142,0.0,0.0,0.0,0.0
2022-10-14,0.19075648061556189,1.0,1.0,0.0,0.0
2022-10-17,0.30969701501770597,1.0,1.0,1.0,1.0
2022-10-18,0.19075648061556189,1.0,1.0,1.0,1.0
2022-10-19,0.11848890883001288,1.0,0.5,1.0,1.0
2022-10-20,0.4286375494198501,1.0,1.0,1.0,0.5
2022-10-21,0.5475780838219942,1.0,1.0,1.0,1.0
2022-10-24,0.4286375494198501,1.0,1.0,1.0,1.0
2022-10-25,0.23833269437641946,1.0,1.0,1.0,1.0
2022-10-26,0.3572732287785636,1.0,1.0,1.0,1.0
2022-10-27,0.2979516372454942,1.0,1.0,1.0,1.0
2022-10-28,0.23833269437641946,1.0,1.0,1.0,1.0
2022-10-31,0.3572732287785636,1.0,1.0,1.0,1.0
2022-11-01,0.5475780838219942,1.0,1.0,1.0,1.0
2022-11-02,0.3572732287785636,1.0,1.0,1.0,1.0
2022-11-03,0.3572732287785636,1.0,1.0,1.0,1.0
2022-11-04,0.4168921716476383,1.0,1.0,1.0,1.0
2022-11-07,0.23833269437641946,1.0,1.0,1.0,1.0
2022-11-08,0.0709126950691552,1.0,0.5,1.0,1.0
2022-11-09,0.2612175501125858,1.0,1.0,1.0,0.5
2022-11-10,0.1781078516990876,1.0,1.0,1.0,1.0
2022-11-11,0.1422770157104417,1.0,0.5,1.0,1.0
2022-11-14,0.23742944323215698,1.0,1.0,1.0,0.5
2022-11-15,0.26212080125684833,1.0,1.0,1.0,1.0
2022-11-16,0.30969701501770597,1.0,1.0,1.0,1.0
2022-11-17,0.19075648061556189,1.0,1.0,1.0,1.0
2022-11-18,0.09470080194958407,1.0,0.5,1.0,1.0
2022-11-21,-0.02423973245256003,0.0,0.0,1.0,0.5
2022-11-22,-0.07181594621341772,0.0,0.0,0.0,0.0
2022-11-23,0.02333648130829763,0.0,0.0,0.0,0.0
2022-11-24,0.02333648130829763,0.0,0.0,0.0,0.0
2022-11-25,0.14227701571044177,0.0,0.0,0.0,0.0
2022-11-28,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-11-29,-0.04802783933298885,0.0,0.0,0.0,0.0
2022-11-30,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-12-01,0.0004516255721313256,0.0,0.0,0.0,0.0
2022-12-02,0.26212080125684833,1.0,1.0,0.0,0.0
2022-12-05,0.04802783933298896,1.0,1.0,1.0,1.0
2022-12-06,-0.00045162557213121457,1.0,1.0,1.0,1.0
2022-12-07,-0.11939215997427535,0.0,0.0,1.0,1.0
2022-12-08,-0.11939215997427535,0.0,0.0,0.0,0.0
2022-12-09,-0.11939215997427535,0.0,0.0,0.0,0.0
2022-12-12,0.30969701501770597,1.0,1.0,0.0,0.0
2022-12-13,-0.11939215997427535,1.0,1.0,1.0,1.0
2022-12-14,-0.16696837373513299,1.0,1.0,1.0,1.0
2022-12-15,-0.16696837373513299,0.0,0.0,1.0,1.0
2022-12-16,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-12-19,-0.16696837373513299,0.0,0.0,0.0,0.0
2022-12-20,-0.3572732287785636,0.0,0.0,0.0,0.0
2022-12-21,-0.3572732287785636,0.0,0.0,0.0,0.0
2022-12-22,-0.3572732287785636,0.0,0.0,0.0,0.0
2022-12-23,-0.3572732287785636,0.0,0.0,0.0,0.0
2022-12-26,0.0004516255721313256,0.0,0.0,0.0,0.0
2022-12-27,0.26212080125684833,1.0,1.0,0.0,0.0
2022-12-28,0.26212080125684833,1.0,1.0,1.0,1.0
2022-12-29,0.26212080125684833,1.0,1.0,1.0,1.0
2022-12-30,0.40484944253942123,1.0,1.0,1.0,1.0
2023-01-03,0.5475780838219942,1.0,1.0,1.0,1.0
2023-01-04,0.3572732287785636,1.0,1.0,1.0,1.0
2023-01-05,0.5475780838219942,1.0,1.0,1.0,1.0
2023-01-06,0.5475780838219942,1.0,1.0,1.0,1.0
2023-01-09,0.4286375494198501,1.0,1.0,1.0,1.0
2023-01-10,0.3572732287785636,1.0,1.0,1.0,1.0
2023-01-11,0.11848890883001288,1.0,0.5,1.0,1.0
2023-01-12,0.1781078516990876,1.0,1.0,1.0,0.5
2023-01-13,-0.01219700334434301,0.0,0.0,1.0,1.0
2023-01-16,0.1315854231963451,0.0,0.0,0.0,0.0
2023-01-17,0.1315854231963451,0.0,0.0,0.0,0.0
2023-01-18,0.32189027823977573,1.0,1.0,0.0,0.0
2023-01-19,0.32189027823977573,1.0,1.0,1.0,1.0
2023-01-20,0.32189027823977573,1.0,1.0,1.0,1.0
2023-01-30,0.32189027823977573,1.0,1.0,1.0,1.0
2023-01-31,0.4286375494198501,1.0,1.0,1.0,1.0
2023-02-01,0.48825649228892487,1.0,1.0,1.0,1.0
2023-02-02,0.3572732287785636,1.0,1.0,1.0,1.0
2023-02-03,0.2979516372454942,1.0,1.0,1.0,1.0
2023-02-06,0.23742944323215698,1.0,1.0,1.0,1.0
2023-02-07,0.1781078516990876,1.0,1.0,1.0,1.0
2023-02-08,0.023336481308297602,0.0,0.0,1.0,1.0
2023-02-09,0.32173974412592304,1.0,1.0,0.0,0.0
2023-02-10,0.34552785100635186,1.0,1.0,1.0,1.0
2023-02-13,0.34552785100635186,1.0,1.0,1.0,1.0
2023-02-14,0.03537921041651468,1.0,0.5,1.0,1.0
2023-02-15,0.03537921041651468,1.0,0.5,1.0,0.5
2023-02-16,-0.04802783933298885,0.0,0.0,1.0,0.5
2023-02-17,0.02333648130829763,0.0,0.0,0.0,0.0
2023-02-20,-0.16696837373513299,0.0,0.0,0.0,0.0
2023-02-21,-0.00045162557213121457,0.0,0.0,0.0,0.0
2023-02-22,-0.11939215997427535,0.0,0.0,0.0,0.0
2023-02-23,0.16696837373513307,0.0,0.0,0.0,0.0
2023-02-24,-0.00045162557213121457,0.0,0.0,0.0,0.0
2023-02-27,-0.11939215997427535,0.0,0.0,0.0,0.0
2023-02-28,0.09560405309384659,0.0,0.0,0.0,0.0
2023-03-01,0.3572732287785636,1.0,1.0,0.0,0.0
2023-03-02,0.04712458818872642,1.0,1.0,1.0,1.0
2023-03-03,0.23833269437641952,1.0,1.0,1.0,1.0
2023-03-06,0.5000018700611366,1.0,1.0,1.0,1.0
2023-03-07,-0.1315854231963451,0.0,0.0,1.0,1.0
2023-03-08,-0.1315854231963451,0.0,0.0,0.0,0.0
2023-03-09,0.29750375179563615,1.0,1.0,0.0,0.0
2023-03-10,-0.22673785071806044,1.0,1.0,1.0,1.0
2023-03-13,0.2023513242739209,1.0,1.0,1.0,1.0
2023-03-14,0.36886807243692266,1.0,1.0,1.0,1.0
2023-03-15,0.452425656300279,1.0,1.0,1.0,1.0
2023-03-16,-0.11939215997427535,0.0,0.0,1.0,1.0
2023-03-17,0.452425656300279,1.0,1.0,0.0,0.0
2023-03-20,0.26212080125684833,1.0,1.0,1.0,1.0
2023-03-21,0.26212080125684833,1.0,1.0,1.0,1.0
2023-03-22,0.26212080125684833,1.0,1.0,1.0,1.0
2023-03-23,0.26212080125684833,1.0,1.0,1.0,1.0
2023-03-24,0.3572732287785636,1.0,1.0,1.0,1.0
2023-03-27,0.23833269437641946,1.0,1.0,1.0,1.0
2023-03-28,0.21364133635172816,1.0,1.0,1.0,1.0
2023-03-29,0.5000018700611366,1.0,1.0,1.0,1.0
2023-03-30,0.4406802785280671,1.0,1.0,1.0,1.0
2023-03-31,0.6071970266910689,1.0,1.0,1.0,1.0
2023-04-03,0.6071970266910689,1.0,1.0,1.0,1.0
2023-04-04,0.5475780838219942,1.0,1.0,1.0,1.0
2023-04-06,0.4286375494198501,1.0,1.0,1.0,1.0
2023-04-07,0.4286375494198501,1.0,1.0,1.0,1.0
2023-04-10,0.3801580845147299,1.0,1.0,1.0,1.0
2023-04-11,0.3208364929816605,1.0,1.0,1.0,1.0
2023-04-12,0.3801580845147299,1.0,1.0,1.0,1.0
2023-04-13,0.11848890883001288,1.0,0.5,1.0,1.0
2023-04-14,0.4286375494198501,1.0,1.0,1.0,0.5
2023-04-17,0.32189027823977573,1.0,1.0,1.0,1.0
2023-04-18,0.06022110255505872,1.0,0.5,1.0,1.0
2023-04-19,0.17916163695720283,1.0,1.0,1.0,0.5
2023-04-20,0.32189027823977573,1.0,1.0,1.0,1.0
2023-04-21,-0.2499275380347785,0.0,0.0,1.0,1.0
2023-04-24,-0.3572732287785636,0.0,0.0,0.0,0.0
2023-04-25,-0.16696837373513299,0.0,0.0,0.0,0.0
2023-04-26,0.02333648130829763,0.0,0.0,0.0,0.0
2023-04-27,0.02333648130829763,0.0,0.0,0.0,0.0
2023-04-28,0.23833269437641957,1.0,1.0,0.0,0.0
2023-05-04,0.07091269506915526,1.0,1.0,1.0,1.0
2023-05-05,-0.16696837373513299,1.0,1.0,1.0,1.0
2023-05-08,-0.16696837373513299,0.0,0.0,1.0,1.0
2023-05-09,0.14227701571044177,0.0,0.0,0.0,0.0
2023-05-10,0.02333648130829763,0.0,0.0,0.0,0.0
2023-05-11,0.14227701571044177,0.0,0.0,0.0,0.0
2023-05-12,0.02333648130829763,0.0,0.0,0.0,0.0
2023-05-15,0.19075648061556194,1.0,1.0,0.0,0.0
2023-05-16,0.309697015017706,1.0,1.0,1.0,1.0
2023-05-17,0.11939215997427542,1.0,1.0,1.0,1.0
2023-05-18,0.26212080125684833,1.0,1.0,1.0,1.0
2023-05-19,0.26212080125684833,1.0,1.0,1.0,1.0
2023-05-22,0.23833269437641952,1.0,1.0,1.0,1.0
2023-05-23,-0.07181594621341772,0.0,0.0,1.0,1.0
2023-05-24,0.1184889088300129,0.0,0.0,0.0,0.0
2023-05-25,0.23742944323215703,1.0,1.0,0.0,0.0
2023-05-26,0.6073475608049217,1.0,1.0,1.0,1.0
2023-05-29,0.6549237745657793,1.0,1.0,1.0,1.0
2023-05-30,0.48840702640277756,1.0,1.0,1.0,1.0
2023-05-31,0.5480259692718522,1.0,1.0,1.0,1.0
2023-06-01,0.6073475608049217,1.0,1.0,1.0,1.0
2023-06-02,0.45287354175013694,1.0,1.0,1.0,1.0
2023-06-05,0.5121951332832063,1.0,1.0,1.0,1.0
2023-06-06,-0.02423973245256003,0.0,0.0,1.0,1.0
2023-06-07,0.16606512259087058,0.0,0.0,0.0,0.0
2023-06-08,0.02333648130829763,0.0,0.0,0.0,0.0
2023-06-09,0.27431406447891815,1.0,1.0,0.0,0.0
2023-06-12,0.27431406447891815,1.0,1.0,1.0,1.0
2023-06-13,0.5597713470440641,1.0,1.0,1.0,1.0
2023-06-14,0.5597713470440641,1.0,1.0,1.0,1.0
2023-06-15,0.4408308126419199,1.0,1.0,1.0,1.0
2023-06-16,0.4408308126419199,1.0,1.0,1.0,1.0
2023-06-19,0.5597713470440641,1.0,1.0,1.0,1.0
2023-06-20,0.5475780838219942,1.0,1.0,1.0,1.0
2023-06-21,0.16606512259087058,1.0,0.5,1.0,1.0
2023-06-26,0.02333648130829763,0.0,0.0,1.0,0.5
2023-06-27,0.14227701571044177,0.0,0.0,0.0,0.0
2023-06-28,0.02333648130829763,0.0,0.0,0.0,0.0
2023-06-29,0.14227701571044177,0.0,0.0,0.0,0.0
2023-06-30,0.14227701571044177,0.0,0.0,0.0,0.0
2023-07-03,0.2621208012568484,1.0,1.0,0.0,0.0
2023-07-04,0.2621208012568484,1.0,1.0,1.0,1.0
2023-07-05,-0.024239732452560003,1.0,1.0,1.0,1.0
2023-07-06,-0.024239732452560003,0.0,0.0,1.0,1.0
2023-07-07,-0.07181594621341764,0.0,0.0,0.0,0.0
2023-07-10,-0.1431802668547041,0.0,0.0,0.0,0.0
2023-07-11,0.07181594621341778,0.0,0.0,0.0,0.0
2023-07-12,-0.45242565630027887,0.0,0.0,0.0,0.0
2023-07-13,-0.2850056569930146,0.0,0.0,0.0,0.0
2023-07-14,-0.2859089081372771,0.0,0.0,0.0,0.0
2023-07-17,-0.45242565630027887,0.0,0.0,0.0,0.0
2023-07-18,-0.45242565630027887,0.0,0.0,0.0,0.0
2023-07-19,-0.45242565630027887,0.0,0.0,0.0,0.0
2023-07-20,-0.2621208012568482,0.0,0.0,0.0,0.0
2023-07-21,-0.2621208012568482,0.0,0.0,0.0,0.0
2023-07-24,-0.2621208012568482,0.0,0.0,0.0,0.0
2023-07-25,-0.047124588188726335,0.0,0.0,0.0,0.0
2023-07-26,0.07181594621341778,0.0,0.0,0.0,0.0
2023-07-27,-0.21454458749599062,0.0,0.0,0.0,0.0
2023-07-28,-0.094700801949584,0.0,0.0,0.0,0.0
2023-07-31,0.3572732287785636,1.0,1.0,0.0,0.0
2023-08-01,0.3572732287785636,1.0,1.0,1.0,1.0
2023-08-02,0.23833269437641952,1.0,1.0,1.0,1.0
2023-08-03,0.23833269437641952,1.0,1.0,1.0,1.0
2023-08-04,0.5000018700611366,1.0,1.0,1.0,1.0
2023-08-07,0.18985322947129935,1.0,1.0,1.0,1.0
2023-08-08,-0.02423973245256003,0.0,0.0,1.0,1.0
2023-08-09,-0.02423973245256003,0.0,0.0,0.0,0.0
2023-08-10,-0.02423973245256003,0.0,0.0,0.0,0.0
2023-08-11,-0.02423973245256003,0.0,0.0,0.0,0.0
2023-08-14,-0.16696837373513299,0.0,0.0,0.0,0.0
2023-08-15,-0.2621208012568482,0.0,0.0,0.0,0.0
2023-08-16,-0.2621208012568482,0.0,0.0,0.0,0.0
2023-08-17,-0.1431802668547041,0.0,0.0,0.0,0.0
2023-08-18,-0.08341078987177672,0.0,0.0,0.0,0.0
2023-08-21,-0.2621208012568482,0.0,0.0,0.0,0.0
2023-08-22,-0.094700801949584,0.0,0.0,0.0,0.0
2023-08-23,-0.2621208012568482,0.0,0.0,0.0,0.0
2023-08-24,-0.1431802668547041,0.0,0.0,0.0,0.0
2023-08-25,-0.2621208012568482,0.0,0.0,0.0,0.0
2023-08-28,-0.2621208012568482,0.0,0.0,0.0,0.0
2023-08-29,0.16696837373513307,0.0,0.0,0.0,0.0
2023-08-30,0.452425656300279,1.0,1.0,0.0,0.0
2023-08-31,0.33348512189813484,1.0,1.0,1.0,1.0
2023-09-01,0.4286375494198501,1.0,1.0,1.0,1.0
2023-09-04,0.4286375494198501,1.0,1.0,1.0,1.0
2023-09-05,0.3801580845147299,1.0,1.0,1.0,1.0
2023-09-06,0.2612175501125858,1.0,1.0,1.0,1.0
2023-09-07,-0.02423973245256003,0.0,0.0,1.0,1.0
2023-09-08,-0.02423973245256003,0.0,0.0,0.0,0.0
2023-09-11,0.059317851410796235,0.0,0.0,0.0,0.0
2023-09-12,-0.059622682991347875,0.0,0.0,0.0,0.0
2023-09-13,-0.2621208012568482,0.0,0.0,0.0,0.0
2023-09-14,-0.2621208012568482,0.0,0.0,0.0,0.0
2023-09-15,-0.2621208012568482,0.0,0.0,0.0,0.0
2023-09-18,-0.2621208012568482,0.0,0.0,0.0,0.0
2023-09-19,-0.2621208012568482,0.0,0.0,0.0,0.0
2023-09-20,-0.45242565630027887,0.0,0.0,0.0,0.0
2023-09-21,-0.45242565630027887,0.0,0.0,0.0,0.0
2023-09-22,0.04802783933298896,0.0,0.0,0.0,0.0
2023-09-25,0.13158542319634522,0.0,0.0,0.0,0.0
2023-09-26,0.13158542319634522,0.0,0.0,0.0,0.0
2023-09-27,0.41704270576149105,1.0,1.0,0.0,0.0
2023-09-28,0.41704270576149105,1.0,1.0,1.0,1.0
2023-10-09,0.22673785071806046,1.0,1.0,1.0,1.0
2023-10-10,0.05931785141079618,1.0,0.5,1.0,1.0
2023-10-11,0.3694664920006334,1.0,1.0,1.0,0.5
2023-10-12,0.3572732287785636,1.0,1.0,1.0,1.0
2023-10-13,0.23833269437641946,1.0,1.0,1.0,1.0
2023-10-16,-0.21454458749599065,0.0,0.0,1.0,1.0
2023-10-17,0.09470080194958407,0.0,0.0,0.0,0.0
2023-10-18,0.09470080194958407,0.0,0.0,0.0,0.0
2023-10-19,-0.02423973245256003,0.0,0.0,0.0,0.0
2023-10-20,-0.16696837373513299,0.0,0.0,0.0,0.0
2023-10-23,-0.16696837373513299,0.0,0.0,0.0,0.0
2023-10-24,-0.16696837373513299,0.0,0.0,0.0,0.0
2023-10-25,-0.03583457611091906,0.0,0.0,0.0,0.0
2023-10-26,-0.15477511051306317,0.0,0.0,0.0,0.0
2023-10-27,0.27431406447891815,1.0,1.0,0.0,0.0
2023-10-30,0.5597713470440641,1.0,1.0,1.0,1.0
2023-10-31,0.4408308126419199,1.0,1.0,1.0,1.0
2023-11-01,0.28590890813727715,1.0,1.0,1.0,1.0
2023-11-02,0.11848890883001288,1.0,0.5,1.0,1.0
2023-11-03,0.4286375494198501,1.0,1.0,1.0,0.5
2023-11-06,0.3572732287785636,1.0,1.0,1.0,1.0
2023-11-07,0.3572732287785636,1.0,1.0,1.0,1.0
2023-11-08,0.2979516372454942,1.0,1.0,1.0,1.0
2023-11-09,0.2979516372454942,1.0,1.0,1.0,1.0
2023-11-10,0.3208364929816605,1.0,1.0,1.0,1.0
2023-11-13,0.3572732287785636,1.0,1.0,1.0,1.0
2023-11-14,0.3572732287785636,1.0,1.0,1.0,1.0
2023-11-15,0.3572732287785636,1.0,1.0,1.0,1.0
2023-11-16,0.1781078516990876,1.0,1.0,1.0,1.0
2023-11-17,0.1781078516990876,1.0,1.0,1.0,1.0
2023-11-20,0.23742944323215698,1.0,1.0,1.0,1.0
2023-11-21,0.11848890883001288,1.0,0.5,1.0,1.0
2023-11-22,-0.16696837373513299,0.0,0.0,1.0,0.5
2023-11-23,-0.16696837373513299,0.0,0.0,0.0,0.0
2023-11-24,-0.04802783933298885,0.0,0.0,0.0,0.0
2023-11-27,-0.16696837373513299,0.0,0.0,0.0,0.0
2023-11-28,0.0004516255721313256,0.0,0.0,0.0,0.0
2023-11-29,-0.3572732287785636,0.0,0.0,0.0,0.0
2023-11-30,-0.3572732287785636,0.0,0.0,0.0,0.0
2023-12-01,-0.0709126950691552,0.0,0.0,0.0,0.0
2023-12-04,-0.17856321739349204,0.0,0.0,0.0,0.0
2023-12-05,-0.3572732287785636,0.0,0.0,0.0,0.0
2023-12-06,-0.3572732287785636,0.0,0.0,0.0,0.0
2023-12-07,-0.3572732287785636,0.0,0.0,0.0,0.0
2023-12-08,0.3218902782397758,1.0,1.0,0.0,0.0
2023-12-11,0.4646189195223487,1.0,1.0,1.0,1.0
2023-12-12,0.3456783851202046,1.0,1.0,1.0,1.0
2023-12-13,0.03552974453036739,1.0,0.5,1.0,1.0
2023-12-14,0.03552974453036739,1.0,0.5,1.0,0.5
2023-12-15,-0.10719889675220554,0.0,0.0,1.0,0.5
2023-12-18,-0.16696837373513299,0.0,0.0,0.0,0.0
2023-12-19,-0.10719889675220554,0.0,0.0,0.0,0.0
2023-12-20,-0.16696837373513299,0.0,0.0,0.0,0.0
2023-12-21,0.0004516255721313256,0.0,0.0,0.0,0.0
2023-12-22,0.16696837373513307,0.0,0.0,0.0,0.0
2023-12-25,-0.11939215997427535,0.0,0.0,0.0,0.0
2023-12-26,-0.16696837373513299,0.0,0.0,0.0,0.0
2023-12-27,-0.16696837373513299,0.0,0.0,0.0,0.0
2023-12-28,0.30969701501770597,1.0,1.0,0.0,0.0
2023-12-29,0.5951542975828519,1.0,1.0,1.0,1.0
2024-01-02,0.19075648061556189,1.0,1.0,1.0,1.0
2024-01-03,0.023336481308297602,0.0,0.0,1.0,1.0
2024-01-04,-0.16696837373513299,0.0,0.0,0.0,0.0
2024-01-05,-0.16696837373513299,0.0,0.0,0.0,0.0
2024-01-08,-0.16696837373513299,0.0,0.0,0.0,0.0
2024-01-09,-0.16696837373513299,0.0,0.0,0.0,0.0
2024-01-10,-0.16696837373513299,0.0,0.0,0.0,0.0
2024-01-11,0.0004516255721313256,0.0,0.0,0.0,0.0
2024-01-12,-0.04802783933298885,0.0,0.0,0.0,0.0
2024-01-15,-0.16696837373513299,0.0,0.0,0.0,0.0
2024-01-16,-0.16696837373513299,0.0,0.0,0.0,0.0
2024-01-17,-0.16696837373513299,0.0,0.0,0.0,0.0
2024-01-18,-0.16696837373513299,0.0,0.0,0.0,0.0
2024-01-19,-0.1431802668547041,0.0,0.0,0.0,0.0
2024-01-22,-0.2621208012568482,0.0,0.0,0.0,0.0
2024-01-23,-0.2621208012568482,0.0,0.0,0.0,0.0
2024-01-24,-0.2621208012568482,0.0,0.0,0.0,0.0
2024-01-25,0.16696837373513307,0.0,0.0,0.0,0.0
2024-01-26,-0.2621208012568482,0.0,0.0,0.0,0.0
2024-01-29,-0.2621208012568482,0.0,0.0,0.0,0.0
2024-01-30,-0.2621208012568482,0.0,0.0,0.0,0.0
2024-01-31,-0.2621208012568482,0.0,0.0,0.0,0.0
2024-02-01,-0.2621208012568482,0.0,0.0,0.0,0.0
2024-02-02,-0.2621208012568482,0.0,0.0,0.0,0.0
2024-02-05,-0.2621208012568482,0.0,0.0,0.0,0.0
2024-02-06,0.16696837373513307,0.0,0.0,0.0,0.0
2024-02-07,0.452425656300279,1.0,1.0,0.0,0.0
2024-02-08,0.33348512189813484,1.0,1.0,1.0,1.0
2024-02-19,0.33348512189813484,1.0,1.0,1.0,1.0
2024-02-20,0.5475780838219942,1.0,1.0,1.0,1.0
2024-02-21,0.5475780838219942,1.0,1.0,1.0,1.0
2024-02-22,0.452425656300279,1.0,1.0,1.0,1.0
2024-02-23,0.33348512189813484,1.0,1.0,1.0,1.0
2024-02-26,0.5475780838219942,1.0,1.0,1.0,1.0
2024-02-27,0.5475780838219942,1.0,1.0,1.0,1.0
2024-02-28,0.3801580845147299,1.0,1.0,1.0,1.0
2024-02-29,0.4286375494198501,1.0,1.0,1.0,1.0
2024-03-01,0.5475780838219942,1.0,1.0,1.0,1.0
2024-03-04,0.5475780838219942,1.0,1.0,1.0,1.0
2024-03-05,0.5475780838219942,1.0,1.0,1.0,1.0
2024-03-06,0.2612175501125858,1.0,1.0,1.0,1.0
2024-03-07,0.11848890883001288,1.0,0.5,1.0,1.0
2024-03-08,0.3208364929816605,1.0,1.0,1.0,0.5
2024-03-11,0.5120445991693536,1.0,1.0,1.0,1.0
2024-03-12,0.452425656300279,1.0,1.0,1.0,1.0
2024-03-13,0.33348512189813484,1.0,1.0,1.0,1.0
2024-03-14,-0.3572732287785636,0.0,0.0,1.0,1.0
2024-03-15,-0.3572732287785636,0.0,0.0,0.0,0.0
2024-03-18,0.26212080125684833,1.0,1.0,0.0,0.0
2024-03-19,0.09470080194958402,1.0,1.0,1.0,1.0
2024-03-20,0.23833269437641946,1.0,1.0,1.0,1.0
2024-03-21,-0.09560405309384655,0.0,0.0,1.0,1.0
2024-03-22,-0.07181594621341772,0.0,0.0,0.0,0.0
2024-03-25,-0.16696837373513299,0.0,0.0,0.0,0.0
2024-03-26,0.02333648130829763,0.0,0.0,0.0,0.0
2024-03-27,0.02333648130829763,0.0,0.0,0.0,0.0
2024-03-28,0.14227701571044177,0.0,0.0,0.0,0.0
2024-03-29,0.02333648130829763,0.0,0.0,0.0,0.0
2024-04-01,0.11939215997427542,0.0,0.0,0.0,0.0
2024-04-02,0.11939215997427542,0.0,0.0,0.0,0.0
2024-04-03,-0.3572732287785636,0.0,0.0,0.0,0.0
2024-04-08,-0.5475780838219942,0.0,0.0,0.0,0.0
2024-04-09,-0.3572732287785636,0.0,0.0,0.0,0.0
2024-04-10,-0.3572732287785636,0.0,0.0,0.0,0.0
2024-04-11,-0.23833269437641946,0.0,0.0,0.0,0.0
2024-04-12,-0.23833269437641946,0.0,0.0,0.0,0.0
2024-04-15,-0.0709126950691552,0.0,0.0,0.0,0.0
2024-04-16,-0.3572732287785636,0.0,0.0,0.0,0.0
2024-04-17,0.07181594621341773,0.0,0.0,0.0,0.0
2024-04-18,0.26212080125684833,1.0,1.0,0.0,0.0
2024-04-19,-0.11939215997427535,1.0,1.0,1.0,1.0
2024-04-22,-0.11939215997427535,1.0,1.0,1.0,1.0
2024-04-23,-0.00045162557213121457,0.0,0.0,1.0,1.0
2024-04-24,0.30969701501770597,1.0,1.0,0.0,0.0
2024-04-25,-0.33258187075387224,1.0,1.0,1.0,1.0
2024-04-26,0.47621376318070774,1.0,1.0,1.0,1.0
2024-04-29,0.45242565630027887,1.0,1.0,1.0,1.0
2024-04-30,0.23833269437641946,1.0,1.0,1.0,1.0
2024-05-06,0.2979516372454942,1.0,1.0,1.0,1.0
2024-05-07,0.3810613356589925,1.0,1.0,1.0,1.0
2024-05-08,0.27326027922080287,1.0,1.0,1.0,1.0
2024-05-09,0.25037542348463654,1.0,1.0,1.0,1.0
2024-05-10,0.33258187075387224,1.0,1.0,1.0,1.0
2024-05-13,0.07091269506915523,1.0,0.5,1.0,1.0
2024-05-14,0.18985322947129935,1.0,1.0,1.0,0.5
2024-05-15,-0.07181594621341772,0.0,0.0,1.0,1.0
2024-05-16,-0.11939215997427535,0.0,0.0,0.0,0.0
2024-05-17,-0.30969701501770597,0.0,0.0,0.0,0.0
2024-05-20,-0.094700801949584,0.0,0.0,0.0,0.0
2024-05-21,-0.2621208012568482,0.0,0.0,0.0,0.0
2024-05-22,-0.094700801949584,0.0,0.0,0.0,0.0
2024-05-23,-0.1431802668547041,0.0,0.0,0.0,0.0
2024-05-24,-0.2621208012568482,0.0,0.0,0.0,0.0
2024-05-27,-0.2621208012568482,0.0,0.0,0.0,0.0
2024-05-28,-0.1431802668547041,0.0,0.0,0.0,0.0
2024-05-29,-0.2621208012568482,0.0,0.0,0.0,0.0
2024-05-30,0.024239732452560142,0.0,0.0,0.0,0.0
2024-05-31,0.16696837373513307,0.0,0.0,0.0,0.0
2024-06-03,0.30969701501770597,1.0,1.0,0.0,0.0
2024-06-04,0.33348512189813484,1.0,1.0,1.0,1.0
2024-06-05,0.5475780838219942,1.0,1.0,1.0,1.0
2024-06-06,0.11848890883001288,1.0,0.5,1.0,1.0
2024-06-07,0.07091269506915523,1.0,0.5,1.0,0.5
2024-06-11,0.5237899769415654,1.0,1.0,1.0,0.5
